msg_id,speaker,text,label,tactic_urgency,tactic_fomo,tactic_sunk_cost,tactic_social_proof,has_tactic,tactic_clean,stage,platform,urgency,aug_method
27_si,other,"Hello 👋Okay, please introduce yourself including your name, gender and location??Richard Jonathan Montgomery III at your service. I'm mostly male and I'm in british columbia canada from friday to sunday i'm a bit less ok ok you can work part time company name is luxoft company and we work on data processing we send email to our client home based job ok i will ask you to answer 1-09 questions i send you. Put (finish) at the end. Are you ready?I believe you should know what your roles are?1- What motivates you? Are you looking for a full-time or part-time position? 2- What is your typing speed? Do you have any idea how to use MS excel?3- What is your highest education diploma? When did you get it?4- How long do you plan to work for this company?5- Do you work with AT&T, VERIZON or SPRINT (postpaid) network provider virgin bell6?- How would you like to be paid? Weekly or weekly?7- What payment methods do you prefer? Company check, credit card? 8- Do you have credit card or credit card debt to pay? Congratulations you will receive your contract letter and your equipment ok now the next step is how to get the company equipment you will use for the job so they will need your address for delivery do you know FedEx company send me your address ok can we proceed to the next step?",1,0,0,0,0,0,none,extraction,WhatsApp,5,backtrans_si
27_ta,other,"Hello 👋Okay, please introduce yourself including your name, gender and location in your service ??Richard Jonathan Montgomery III. I'm mostly male and I'm in british columbia canada friday to sunday i'm a bit less binary ok ok you can work part time company name is luxsoft company we work in data processing like emailing our customer home based work ok i need to answer you questions 1-09. Put at the end (finished). Are you ready?I believe you must know what your roles are?1- What motivates you? Are you looking for a full-time or part-time position? 2- What is your typing speed? Do you have any idea how to use MS Excel?3- What is your highest educational diploma? When did you get it?4- How long do you intend to work for this company?5- Do you work with AT&T, VERIZON or SPRINT (Postpaid) network provider virgin bell6-? Weekly or weekly? 7- Which method do you prefer to pay? Company check, credit card? 8- Do you have any credit card or credit card debt 9- In which bank you operate and see if it matches the official salary account of the company, because of your experience and communication skills, the company has decided to offer you an opportunity to work for the company. Congratulations you get your contract letter and your equipment OK, now the next steps are how to get the company equipment you will use for work. So they need your address to deliver.",1,0,0,0,0,0,none,extraction,WhatsApp,5,backtrans_ta
27_fr,other,"Hello 👋Okay, please introduce yourself with your name, gender and location??Richard Johnathan Montgomery the III at your service. I'm primarily male and live in British Columbia Canada Friday to Sunday, I'm a little less binary. Okay, fine, you can work part time. The company name is Luxoft Company. And we are working on data processing. As we send an email to our client. And it's a work from home job. Okay, I'm going to ask you 1-09 questions now, once you finish answering a series of questions sent to you, all you need to do is put (Done) at the end. Are you ready? I think you should know what your roles are? 1- What motivates you? Are you looking for a full-time or part-time position?2- What is your office speed? Do you have any idea on how to use MS Excel?3- What is your highest degree? When did you receive it?4- How long do you plan to work for this company?5- Do you operate with AT&T, VERIZON or SPRINT (postpaid) Virgin Bell network provider6- How would you like to be paid? Weekly or weekly?7- Which payment method do you prefer? Company check, credit card?8- Do you have any credit card or maximum credit card debt to repay9- Which bank are you working with to see if it matches the company's official salary payment accountDue to your level of experience and communication skills, the company has decided to give you the opportunity to work for the company and hopes to see your diligence, charisma and commitment to this job. Congratulations, you will receive your contract letter and equipment. Okay, now the next steps are how you will get the equipment from the company that you will use for the job. Your address will therefore be necessary for them to deliver. Do you know the company FedEx? Send me your address. Let us take the next steps.",1,0,0,0,0,0,none,extraction,WhatsApp,5,backtrans_fr
28_si,hr,"Hello dear, my name is ... I am Senior HR Specialist at CLSA Capital Market. Your candidature is suitable for the open vacancy of Junior Trade Execution Specialist. We found all the required skills in the resume you provided. You are getting a unique opportunity to join our team… In this letter I am attaching the document company overview… Open the job offer document… Please reply in next few days…",1,0,0,0,0,0,none,hook,Email,3,backtrans_si
28_ta,hr,"Hello dear, my name is ... I am Senior HR Specialist at CLSA Capital Markets. Your application is suitable for the open vacancy of Junior Trade Execution Specialist. We have identified all the required skills in your provided resume. You will get a unique opportunity to join our team... In this letter I have attached the company overview of the documents... Open the job offer document... Reply in next few days...",1,0,0,0,0,0,none,hook,Email,3,backtrans_ta
28_fr,hr,"Hello dear, My name is... I am the Senior Human Resources Specialist at CLSA Capital Market. Your application is suitable for the vacant position of Junior Transaction Execution Specialist. We found all the necessary skills in the CV you provided us. You receive a unique opportunity to join our team... To this letter I attach the Company Presentation documents... Open the Job Offer document... Please give the answer in the coming days…",1,0,0,0,0,0,none,hook,Email,3,backtrans_fr
29_si,recruiter,"I'm Robert Brandon, Recruiting Manager for Gemini, please introduce yourself and state your full name, address and phone number. Yes, hired training is done via zoom video call. If hired, the work material will be sent to the address you provide after you verify your KYE.",1,0,0,0,0,0,none,offer,Email,3,backtrans_si
29_ta,recruiter,"I'm Robert Brandon, Recruiting Manager for Gemini, please introduce yourself and include your full name, address and phone number. Yes, training will be provided via Zoom video call if hired. If hired, job materials will be sent to the address provided by you after completing your KYE verification.",1,0,0,0,0,0,none,offer,Email,3,backtrans_ta
29_fr,recruiter,"I'm Robert Brandon, Head of Recruiting for Gemini. Please introduce yourself and provide your full name, address and telephone number. Yes, if you are hired, training will be done via Zoom video call. If hired, employment documents will be sent to the address you provide after completing your KYE verification.",1,0,0,0,0,0,none,offer,Email,3,backtrans_fr
30_si,recruiter,"Hi I reviewed your LinkedIn profile and was impressed with your professional experience and expertise. I believe your background is relevant to a project my employer is currently working on. Can you give me your phone number? I will be happy to arrange for my employer to contact you directly.Is this your WhatsApp number? I can first ask my boss to send you a message via WhatsApp so that you can quickly get the exact project details, salary package and other aspects of the collaboration. My boss usually communicates via WhatsApp and will send you project proposals through the platform. You can download and register directly from the App Store; Takes a minute or two",1,0,0,0,0,0,none,hook,LinkedIn,3,backtrans_si
30_ta,recruiter,"Hello, I reviewed your LinkedIn profile and was impressed by your professional experience and expertise. I believe your background is suitable for the project my employer is currently working on. Can you give me your phone number? I will be happy to arrange for my boss to contact you directly. Is this your whatsapp number? I can ask my boss to message you on WhatsApp first. This way you can quickly get specific project details, salary package and other aspects of the collaboration. My boss usually communicates via WhatsApp and sends project proposals to you through the platform. You can download and register directly from the App Store; It only takes a minute or two. Good luck to you in the future as you have decided to give up.",1,0,0,0,0,0,none,hook,LinkedIn,3,backtrans_ta
31_si,recruiter,"We have duly accepted your application through the Applicant Tracking System (ATS) which integrates LinkedIn, Indeed, and ZipRecruiter job boards for the position of Internal Communications Specialist at Mobileye Global Inc. Due to the urgent nature of the need to fill this position, we will only consider applicants who are immediately available to start the position. Applicants who are currently employed in their first job and wish to wait for us to leave their current position before considering our employment should refrain from proceeding. This position is available for full-time and part-time employment and will start in the third week of June 2025. If you believe you are ready for this, if you are employed, consider yourself lucky to be a part of this amazing and great company; Not only does it offer competitive wages, but it also provides benefits you may not qualify for.",1,1,0,0,0,1,urgency,extraction,Email,5,backtrans_si
31_ta,recruiter,"We have duly accepted your application through the Applicant Tracking System (ATS) which integrates LinkedIn, Indeed and ZipRecruiter Job Board for the position of Internal Communications Specialist at Mobileye Global Inc. Due to the urgent nature of this position, we will only consider applicants who are immediately available to start the position. Applicants who are currently working in their first jobs and we prefer to wait until they leave their current position before considering ours. This position is available for full-time and part-time employment and will start in the third week of June, 2025. If you believe you are ready for this, consider yourself lucky to be a part of this incredible and great company if you are working; Not only does it offer a competitive salary, but it also offers benefits you may not know you're eligible for.",1,1,0,0,0,1,urgency,extraction,Email,5,backtrans_ta
31_fr,recruiter,"We have duly acknowledged receipt of your application via the Applicant Tracking System (ATS), which integrates LinkedIn, Indeed and ZipRecruiter Job Board, for the position of Internal Communications Specialist at Mobileye Global Inc. We are currently seeking candidates and new recruits for this position. Due to the urgent nature of the need for this vacancy, we will only consider immediately available candidates to fill the position. Candidates who are currently in their first job and would prefer that we wait until they leave their current position before considering ours should refrain from proceeding. This position is available for full-time and part-time employment and starts during the third week of June 2025. If you think you are ready for this, then consider yourself lucky to be a part of this amazing and great company if you are employed; not only does it offer competitive compensation, but it also offers benefits that you can't imagine being entitled to.",1,1,0,0,0,1,urgency,extraction,Email,5,backtrans_fr
32_ta,recruiter,"Good morning, We are impressed by your application for the Data Entry Assistant position at Genesis Laboratory and are pleased to invite you for a remote screening. This will give us the opportunity to get to know you better and discuss your qualifications for the role from the comfort of your own home. There are certain days and times for screening; Let us know what works best for you. February 9, 2024: 9:00, 10:00, 12:00, 2:00, and 4:00 Eastern Standard Time. February 10, 2024: 9:00, 10:00, 12:00, 2:00, and 4:00 Eastern Standard Time. It will be conducted through Ring Central Platform. The screening is expected to last approximately 15-20 minutes. Your interviewer, Susan Bagwell, will meet you. Please confirm your attendance by replying to this email. If you need to reschedule or have any technical issues, please let us know as soon as possible so we can make the necessary changes. We look forward to getting to know you better during the remote screening and discussing your potential fit for a Data Entry Assistant role at Genesis Laboratory. If you have any questions or concerns, please contact me at susan@genesismedicallab.com. Congratulations, Susan Bagwell Genesis Labs Hiring Manager.",1,0,0,0,1,1,social_proof,extraction,Email,5,backtrans_ta
32_fr,recruiter,"Hello, We were impressed by your application for the Data Entry Assistant position at Genesis Lab and are excited to invite you for remote selection. This will give us the opportunity to learn more about you and discuss your qualifications for the position, all from the comfort of your home. We have a few days and times available for the screening; please let us know which one suits you best. February 9, 2024: 9:00 a.m., 10:00 a.m., 12:00 p.m., 2:00 p.m., and 4:00 p.m. Eastern Standard Time. February 10, 2024: 9:00 a.m., 10:00 a.m., 12:00 p.m., 2:00 p.m., and 4:00 p.m. Eastern Standard Time. It will take place via Ring Central Platform. The screening should last approximately 15 to 20 minutes. Your interviewer, Susan Bagwell, will meet with you. Please confirm your presence by responding to this email. If you need to reschedule or experience technical issues, please let us know as soon as possible so we can make any necessary adjustments. We look forward to getting to know you better during the remote screening and discussing your potential suitability for the Data Entry Assistant position at Genesis Lab. If you have any questions or concerns, please do not hesitate to contact me at susan@genesismedicallab.com. Sincerely, Susan Bagwell, Genesis Labs Recruiting Manager.",1,0,0,0,1,1,social_proof,extraction,Email,5,backtrans_fr
33_si,attacker,"I received an unsolicited job approach from a recruiter and after I turned them down, they used my email to sign me up for hundreds of newsletters and sweepstakes. They contacted my current employer with false information to try to get me in trouble. It turned out that the recruiter was collecting my personal information and had access to old address data. The person has a history of threatening and blackmailing others when they refuse.",1,0,0,0,1,1,social_proof,hook,Email,3,backtrans_si
33_ta,attacker,"I received unsolicited job offers from a recruiter, and after I turned them down, they used my email to sign me up for hundreds of newsletters and sweepstakes. They contacted my current employer with false information to get me into trouble. The recruiter appeared to collect my personal information and accessed old address data. Individuals have a history of bullying and threatening others when rejected.",1,0,0,0,1,1,social_proof,hook,Email,3,backtrans_ta
34_si,recruiter,"This job does not require any investment, the only requirement is that you need to spend about an hour a day. Once you get the job details, whether you want it or not, I hope you'll let me know, okay? I am the one who invites you to join this work. I'm not your boss. Everyone's salary is paid by the company, and we can only earn the salary by our own efforts before the company pays us. I hope you can understand that there is no sign up bonus upfront payment and no such operation. This is not a formal job but a part-time position. This is a job where you have to work hard for the compensation. Have you ever seen an organization that pays employees first and then work? This is not a job of looking for artists to sign, I hope you understand.",1,0,1,0,0,1,fomo,extraction,WhatsApp,3,backtrans_si
34_ta,recruiter,"This job does not require any investment, the only requirement is that you spend an hour every day. After getting the job details, I hope you will let me know whether you need it or not, okay? I invite you to join this work. I'm not your boss. Everyone's salary is paid by the company and we can only earn the salary by our own efforts before the company pays us. I hope you understand that there will be no upfront money for you signing bonus and no such activity. It is not a formal job but a part time job. This is a job that requires you to work hard in exchange for compensation. Have you ever seen a company that pays employees first and then works? I hope you understand that this is not a job looking for artists to sign.",1,0,1,0,0,1,fomo,extraction,WhatsApp,3,backtrans_ta
35_si,hr,"Disconnected with 😂 and you will receive the offer during your meeting on Monday! Brad is writing it today. I didn't ask 😂 until last night so sorry for taking so long. He didn't feel it went well and decided not to go ahead and I'll talk to him on Friday and get more. What does the perfect Monday look like? I'm not sure yet if the COO might want to meet with you. Great among us girls 😂 100 💯 If hiring you he should follow their process so he doesn't touch him. He is very hard to impress, so you should be proud of yourself. I already told them you need to be at 70k or better and approved so my hope is that you don't hate the people you talk to next lolz.",0,0,0,0,0,0,none,screening,SMS,3,backtrans_si
35_ta,hr,"😂 I hung up with you and you'll get an offer during Monday's meeting! Brad writes it today. I didn't hear from 😂 until last night, so sorry for taking so long. He didn't seem like that went well either and decided not to move forward, I'll talk to him on Friday and get more. how is monday The COO may want to meet with you. Awesome Between Us Girls 😂 100 💯 is hiring you, he has to follow their process so he doesn't step on any toes. He is very difficult to impress, so you should be proud of yourself. I've already told them you have to be 70k or above to be approved so I hope you don't hate the people you talk to next lolz.",0,0,0,0,0,0,none,screening,SMS,3,backtrans_ta
35_fr,hr,"You just hung up 😂 and you will have the offer in hand during your appointment on Monday! Brad writes it today. I didn't hear from 😂 until last night, so I'm sorry it took so long. He also didn't feel like it went well and decided not to move forward. I'll talk to him Friday and I'll have more. Perfect, what does Monday look like? The COO might want to meet with you, but I'm not sure yet. Great between us girls 😂 it's 100 💯 hiring you he just has to follow their process so as not to step on any toes. He is very hard to impress, so you should be proud of yourself. I already told them you have to be at 70k or better and have it approved so I hope you don't hate the people you talk to next lol.",0,0,0,0,0,0,none,screening,SMS,3,backtrans_fr
36_si,recruiter,"Hello, sorry to bother you. I'm Juliana from Korn/Ferry in Los Angeles. Your background and resume are recommended by several online recruiting agencies. We would like to offer you a fantastic remote online part-time or full-time job helping a scooter company monitor and manage scooters using your phone with free training. Flexible positions allow you to work 60 to 90 minutes per day. You will earn between $80 and $500 per day with a base salary of $950 for every 4 days you work. If you are interested in participating, please contact us via WhatsApp.",1,0,1,0,0,1,fomo,extraction,SMS,3,backtrans_si
36_ta,recruiter,"Hello, sorry to bother you. I'm Juliana from Korn/Ferry in Los Angeles. Your background and resume are recommended by many online recruitment agencies. Along with free training, Scooter Company would like to offer you a fantastic remote online part-time or full-time job helping you monitor and manage scooters using your phone. Flexible positions allow you to work 60 to 90 minutes per day. You will earn $80 to $500 per day with a base pay of $950 for every 4 days you work. If you want to participate, please contact us via WhatsApp.",1,0,1,0,0,1,fomo,extraction,SMS,3,backtrans_ta
37_si,recruiter,"I am [name], CEO of [company]. I am contacting you about the job application. Hello [name]. Please meet you. how are you I'm just eating dinner. Oh, ok you eat dinner and we can chat later. Text me anytime you are free. I finished - I had a quick bite. It was fast! So, you applied for our online marketing executive position.",1,0,0,0,1,1,social_proof,hook,WhatsApp,3,backtrans_si
37_ta,recruiter,"I am [Name], CEO at [Company]. I am contacting you regarding a job application. Hello [name]. Please meet you. how are you I'm having dinner. Oh well eat dinner and talk later. Text me whenever you are free. I'm done - I just had a quick bite. That was fast! So, you applied for our Online Marketing Exec position.",1,0,0,0,1,1,social_proof,hook,WhatsApp,3,backtrans_ta
37_fr,recruiter,"I am [name], CEO of [company]. I am contacting you regarding applying for a job. Hello [name]. Please, I will meet you. How are you doing? I'm just having dinner. Oh, okay, have dinner and we can talk later. Text me whenever you are free. Just finished - had a quick bite. It was fast! So you've applied for our Online Marketing Director position.",1,0,0,0,1,1,social_proof,hook,WhatsApp,3,backtrans_fr
38_si,recruiter,"Hello, I'm Olivia, a recruitment specialist at One Agency. We are currently hiring for various positions and I would like to share some details with you. If you don't mind? Please email me instead. Unfortunately we need staff urgently so we cannot use email at the moment. We do not expect our company to expand very quickly",1,1,0,0,0,1,urgency,hook,WhatsApp,3,backtrans_si
38_ta,recruiter,"Hi, I'm Olivia, a recruitment specialist from an agency recruitment. We are currently hiring for various positions and I would like to share some details with you. would you mind Email me instead. Unfortunately, we need staff soon, so we are unable to use email at this time. We don't expect our company to expand so quickly",1,1,0,0,0,1,urgency,hook,WhatsApp,3,backtrans_ta
38_fr,recruiter,"Hello, I'm Olivia, Recruitment Specialist at One Agency Recruitment. We are currently recruiting for various positions and I would like to share some details with you. Would that bother you? Please email me instead. Unfortunately we cannot use email at the moment as we need staff ASAP. We didn't expect our business to grow too quickly",1,1,0,0,0,1,urgency,hook,WhatsApp,3,backtrans_fr
39_ta,hr,"Hello! I'm Lucy from the Human Resources team at LinkedIn. We have recently seen your excellent resume and would like to recommend you for a position with a monthly salary of over $10,000. This is a flexible, remote position where the work is easy and takes about 60 minutes per day. Pay $300 to $900 per day with daily wages. If you are interested, please contact us via WhatsApp.",1,0,0,0,1,1,social_proof,extraction,SMS,3,backtrans_ta
41_si,recruiter,"Hello good evening, my name is Rebecca and I work for staffing agency SkillsetGroup. I saw that you recently applied to one of our actual postings for Cashier/Data Entry Clerk. To give a little more detail the company is located in the LA area and is a manufacturing company. They are looking for someone who can do midnight cashier/data entry work, starting at $18/hr, let me know if you are interested :) Good evening, it will probably be a schedule of 1-8:30am Mon-Fri. So I will need an application from you, we have an office in the commercial department you would like to apply, if you have a resume you can send them to my email rzuniga@skillsetgroup.com. Ah yes you are right. Regarding the application in person, you have another option to text me or email me the ID and 2 Social IDs. I know some people don't want to do that for privacy reasons, but whatever makes you feel comfortable!",1,0,0,0,1,1,social_proof,extraction,SMS,4,backtrans_si
41_ta,recruiter,"Hello, good afternoon, my name is Rebecca and I work at Skillset Group. I saw that you have recently applied for one of our genuine postings for Cashier/Data Entry Clerk. To give a little more detail, the company is located in the downtown LA area and is a manufacturing company. They are looking for someone who can do midnight shift cashier/data entry for $18/hr, let me know if you are interested :) Good afternoon, this is scheduled Mon-Fri 1pm-8:30pm. So I need a resume from you, we have an office in the business, if you are ready to apply, if you have resume, you can send them to my email here rzuniga@skillsetgroup.com. Yes, you are right. As for in-person application, you have another option to text me or email me 2 forms of ID which are ID and social. I know some people don't want to do that for privacy reasons, but it's whatever you want!",1,0,0,0,1,1,social_proof,extraction,SMS,4,backtrans_ta
41_fr,recruiter,"Hello, good afternoon, my name is Rebecca and I work for recruitment agency SkillsetGroup. I saw that you recently applied for one of our Cashier/Data Entry Clerk positions. Just to give a little more detail, the company is located in downtown Los Angeles and it's a produce company. They are looking for someone who can work the night shift doing cash register/data entry, starting at $18/hour, if you are interested let me know :) Hello, this would probably be a 1am to 8:30am schedule Monday through Friday. So I would need an application from you, we have an office in Commerce if you are ready to apply and if you have a CV you can send it to my email address here rzuniga@skillsetgroup.com. Oh yes you are right. As for applying in person, there is another option for you to text or email me 2 pieces of ID which would be ID and Social. I know for privacy reasons some people don't like to do it, but it's whatever you feel comfortable with!",1,0,0,0,1,1,social_proof,extraction,SMS,4,backtrans_fr
42_ta,recruiter,"We like what we see and would like to discuss the position further. Thank you for your interest in joining GSS Lake Forest Home Care. After reviewing your application, follow these steps to schedule your interview: Download and install the Signal app. Set up a signal and send a direct message to Mrs. Helena using the username silver okring.53.",1,0,0,0,1,1,social_proof,interview,Email,3,backtrans_ta
43_si,attacker,A check has been sent to your email. View the check and deposit it using your banking app. Send screenshot after deposit. Deposit now and follow the instructions I have given you. Take a screenshot so I can see your bank balance. First send $100 and provide a screenshot. Go to the store and get a $100 Amazon gift card so I can order your work equipment.,1,0,0,0,0,0,none,extraction,WhatsApp,5,backtrans_si
43_ta,attacker,A check has been sent to your email. View and deposit the check using your banking app. Send screenshot after deposit. Deposit now and follow the instructions I have given you. Take a screenshot of your bank balance. First send $100 and provide a screenshot. Go to the store and get a $100 Amazon gift card so I can order your workout gear.,1,0,0,0,0,0,none,extraction,WhatsApp,5,backtrans_ta
44_si,other,"Find attached a scanned copy of your paycheck to initiate mobile deposits. Activate the mobile deposit feature on your financial institutions mobile app and take photos of the front and back of the check as requested. A confirmation receipt for recording on deposit must be returned to this email address or to your hiring manager. Approach your hiring manager for an assigned agent and detailed utilization of funds, this will be strictly monitored. Regards, Calvin James Accounting Morningstar Marinas.",1,0,0,0,0,0,none,extraction,Email,5,backtrans_si
44_ta,other,"Attach a scanned copy of your paycheck to initiate mobile deposit. Launch the Mobile Deposit feature on your financial institution mobile app and take photos of the front and back of the check as prompted. A confirmation receipt should be sent to this email address or to your hiring manager upon registration upon deposit. Consult your hiring manager for detailed usage of assigned agency and funds as this will be strictly monitored. Sincerely, Calvin James Binance Morningstar Marinas.",1,0,0,0,0,0,none,extraction,Email,5,backtrans_ta
44_fr,other,"Attached you will find a scanned copy of your mobile deposit initiation payment check. Launch the mobile deposit feature on your financial institution's mobile app and take photos of the front and back of the check when prompted. A confirmation receipt must be returned to this email address or to your hiring manager for recording upon filing. Contact your hiring manager to obtain a designated agent and detailed use of funds, as this will be strictly monitored. Sincerely, Calvin James Accounting Morningstar Marinas.",1,0,0,0,0,0,none,extraction,Email,5,backtrans_fr
45_si,recruiter,I am very sorry. We pull phone numbers through a number generator software and then get random users via Whatsapp to recommend our work. Do not store any other personal information about yourself. Do you want us to give you specific details?,1,0,0,0,0,0,none,hook,SMS,3,backtrans_si
45_fr,recruiter,I'm really sorry. We collect phone numbers through number generator software and then from random users through Whatsapp to recommend our work. Do not hold any other private information about you. Would you like us to provide you with specific details?,1,0,0,0,0,0,none,hook,SMS,3,backtrans_fr
46_si,recruiter,"OK! You will receive the zoom link with your attached email. Before we move on, I want to talk about a critical step in our hiring process: running a credit and background check to determine if you're a good fit for the position. I hope you can understand. Would you like to continue the process? This is the credit and background check URL: https://idvme.us/rt79s Follow the link and fill in your details correctly and send us a screenshot of the final result along with your credit score. (Don't worry about your cost. The fee is refundable).",1,0,0,0,0,0,none,extraction,SMS,4,backtrans_si
46_ta,recruiter,"OK! You will receive a Zoom link with your attached email. Before we move forward, I want to talk about an important step in our hiring process: conducting a credit and background check to determine if you're a good fit for the position. I hope you can understand. Do you want to continue the process? Follow this link Credit and Background Check URL: https://idvme.us/rt79s Fill your details correctly and send us a screenshot of the final result along with your credit score. (Don't worry about your cost. The fee will be refunded).",1,0,0,0,0,0,none,extraction,SMS,4,backtrans_ta
46_fr,recruiter,GOOD! You will receive the zoom link with your email attached. I want to talk about a crucial step in our hiring process before we move forward: conducting a credit and background check to determine if you are a good candidate for the position. Hope you can understand. Would you like to continue the process? Here is the URL for credit and background check: https://idvme.us/rt79s Just follow the link and fill in your details correctly and send us the screenshot of the final result with your credit score. (Don't worry about your cost. The fee is refundable).,1,0,0,0,0,0,none,extraction,SMS,4,backtrans_fr
47_si,recruiter,"hello Good day, I am Jasmine Ng (Singapore) a recruiter from KARE SUPPORT PTE. LTD. (UEN: 201002494M). I got your contact from our company database. We are currently recruiting for remote work roles in Singapore, from entry level to professional positions, for candidates aged 20 years or above. One of them might be right for you. I will let the SG person in charge send the job details and salary details to your WhatsApp. will it be ok",1,0,0,0,0,0,none,hook,WhatsApp,3,backtrans_si
47_ta,recruiter,"hello Good day, I am Jasmine Ng (Singapore) a recruiter from KARE SUPPORT PTE. LTD. (UEN: 201002494M). I got your contact from our company database. We are currently hiring candidates aged 20 years or older in Singapore for remote roles ranging from entry level to professional positions. One of them may be more suitable for you. Let SG person in charge send job information and salary details to your WhatsApp. Is that correct?",1,0,0,0,0,0,none,hook,WhatsApp,3,backtrans_ta
47_fr,recruiter,"GOOD MORNING. Hello, my name is Jasmine Ng, a Recruiter from (Singapore) KARE SUPPORT PTE. LTD. (UEN: 201002494M). I obtained your contact from our company database. We are currently recruiting for remote work positions in Singapore, from entry level to professional positions, for candidates aged 20 years or above. One of these might be right for you. I will let SG manager send the job information and salary details on your WhatsApp. Would that work?",1,0,0,0,0,0,none,hook,WhatsApp,3,backtrans_fr
48_ta,recruiter,"Hi, my name is Alexa, part of LinkedIn's Global Recruiting team. We have seen your profile on several sites and it has caught the attention of recruiters in Singapore. We would like to invite you to join a remote position with flexible hours. Easy work, no set schedule. Daily Earnings: 4,800-15,000 PHP (same day payment). Minimum monthly income: 88,000 PHP. Free training included. 15-20 days paid vacation + public holiday. Limited seats: Only 5 available. Are you ready to start a new phase in your life? Get a 100 PHP welcome bonus by visiting Telegram. Telegram: @Camille96_s",1,0,0,0,0,0,none,extraction,SMS,3,backtrans_ta
48_fr,recruiter,"Hello, My name is Alexa, I'm part of the LinkedIn Global Recruiting team. We discovered your profile on several platforms and it caught the attention of recruiters in Singapore. We would like to invite you to join a remote position with flexible hours. Simple job, no fixed schedule. Daily winnings: PHP 4,800 - 15,000 (same day payout). Minimum monthly income: PHP 88,000. Free training included. 15-20 days of paid leave + public holidays. Limited places: only 5 available. Are you ready to begin a new phase of your career? Contact us via Telegram and receive a PHP 100 welcome bonus. Telegram: @Camille96_s",1,0,0,0,0,0,none,extraction,SMS,3,backtrans_fr
49_si,recruiter,"Hello, my name is Esther Chew. I am from Singapore Karate Employment Agency. (UEN: 202410549D) Would it be okay if our Singapore representative sent you the full details first? You can see and decide if it suits you. Can I send you the full details of the responsible person first? Feel free to wait and decide later.",1,0,0,0,0,0,none,extraction,WhatsApp,3,backtrans_si
49_ta,recruiter,"Hello, my name is Esther Chew. I am from Singapore Care Employment. (UEN: 202410549D) Would it be okay if our Singapore representative send you the full details first? You can see and decide if it suits you. Can the person in charge send you the complete information first? Feel free to watch and decide later.",1,0,0,0,0,0,none,extraction,WhatsApp,3,backtrans_ta
49_fr,recruiter,"Hello, my name is Esther Chew. I am from Singapore Kare Employment. (UEN: 202410549D) Is it possible for our Singapore representative to send you all the details first? You can take a look and decide if it's right for you. Can I ask the manager to send you the full information first? Feel free to take a look and decide afterwards.",1,0,0,0,0,0,none,extraction,WhatsApp,3,backtrans_fr
50_si,recruiter,"Congratulations! Your Selection Confirmed Dear Student, Thank you for applying for Skill + Project Based Internship Program through LinkedIn. After reviewing your application, your profile is shortlisted for the next step in the selection process. To explain the internship structure, live projects, offer details and selection process, we conduct an Induction Session. Internship Details: Company: Unified Mentor Pvt. Ltd. Duration: 3-6 Months (Flexible) Stipend: Upto Rs.15000 (Performance Based) Mode: Online / Work from Home Important: We have an induction session today at 05:00 pm (today), make sure to join in time to get all the details about your internship journey. Use the following link to join our WhatsApp community https://chat.whatsapp.com/DnCtNTRNfb6JuT5VGDejLN Regards, Varun Kumar Unified Mentor Pvt. Ltd",1,0,0,0,0,0,none,offer,LinkedIn,4,backtrans_si
50_ta,recruiter,"Congratulations! Your Selection Confirmed Dear Student, Thank you for applying for Skill + Project Based Internship Program through LinkedIn. After reviewing your application, your profile is shortlisted for the next stage of the selection process. We conduct an induction session to explain the internship structure, live programs, scholarship details and selection process. Training Details: Company: Unified Mentor Pvt. Ltd. Duration: 3-6 Months (Flexible) Stipend: Up to ₹15000 (Performance Based) Mode: Online / Work from Home Important: We are conducting an induction session today at 05:00 PM (today), make sure you join on time to get all the details about your internship journey. Use below link to join our WhatsApp community https://chat.whatsapp.com/DnCtNTRNfb6JuT5VGDejLN Regards Varun Kumar Unified Mentor Pvt. Ltd",1,0,0,0,0,0,none,offer,LinkedIn,4,backtrans_ta
50_fr,recruiter,"Congratulations! Your selection is confirmed Dear Student, Thank you for applying to the Skills and Project Based Internship Program via LinkedIn. After reviewing your application, your profile has been pre-selected for the next stage of the selection process. To explain the internship structure, live projects, stipend details and selection process, we conduct an onboarding session. Internship Details: Company: Unified Mentor Pvt. Ltd. Duration: 3-6 months (Flexible) Stipend: Up to ₹15,000 (Performance based) Mode: Online / Work from Home Important: We have an onboarding session today at 5:00 PM (Today). Please ensure you register on time to get full details about your internship journey. Please use the link below to join our WhatsApp community https://chat.whatsapp.com/DnCtNTRNfb6JuT5VGDejLN Sincerely, Varun Kumar Unified Mentor Pvt. Ltd.",1,0,0,0,0,0,none,offer,LinkedIn,4,backtrans_fr
51_si,attacker,"I am currently in a conference call meeting and I want to give some gift cards to our customers in India, can you confirm if we can get Apple store gift cards/app store code from Phonepe or amazon.in? Please confirm what value is available or if there are purchase limits for gift cards. I want you to buy 2 app store codes worth 10,000 rupees, get them directly to your email and send me the pictures of the cards here, I will reimburse all expenses incurred after the meeting.",1,0,0,0,0,0,none,extraction,WhatsApp,4,backtrans_si
