msg_id,speaker,text,label,tactic,stage,platform,urgency,subtlety_level,scam_subtype
EXT_SCAM_0377,attacker,Rate app store reviews. SGD 300 per review. 50 reviews per day allowed.,1,social_proof,initial_contact,Email,medium,medium,quick_task
EXT_SCAM_0378,recruiter,Telegram channel subscription task. SGD 300 per join. Unlimited.,1,"social_proof,urgency",initial_contact,Email,medium,medium,quick_task
EXT_SCAM_0379,manager,You're in our Elite Candidate Program — we only contact when there's a genuine match.,1,social_proof,qualification,SMS,medium,very subtle,subtle_pressure
EXT_SCAM_0380,recruiter,We're expanding our Sri Lanka operations and want people like you on our radar.,1,social_proof,qualification,Telegram,low,very subtle,subtle_pressure
EXT_LEGIT_0381,recruiter,"Hi Nuwan, the band for Network Engineer at MAS Holdings is LKR 60000–12000. We can position you at the top given your experience.",0,,qualification,WhatsApp,medium,,
EXT_SCAM_0382,hr,background check USD 50 via certified partner. refundable.,1,urgency,payment_request,SMS,medium,obvious,direct_payment
EXT_SCAM_0383,attacker,visa agent fee AED 200 required before permit application.,1,urgency,payment_request,Telegram,high,obvious,training_fee
EXT_SCAM_0384,hr,Bahrain supermarket job. Work visa fee LKR 4500 — employer-verified position.,1,"social_proof,urgency",payment_request,WhatsApp,high,obvious,visa_scam
EXT_SCAM_0385,attacker,Security clearance fee SGD 200 through our government-licensed partner.,1,urgency,payment_request,WhatsApp,medium,obvious,background_check
EXT_SCAM_0386,attacker,Online task earn PHP 800 per session. No qualifications.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_LEGIT_0387,hr,"Hi Keshi, the offer is finalized at LKR 15000 fixed with quarterly variable component. Let us know if you'd like to discuss.",0,,offer_announcement,Email,medium,,
EXT_SCAM_0388,attacker,Document processing AED 300 for Malaysia employer submission.,1,urgency,payment_request,Telegram,medium,obvious,document_fee
EXT_LEGIT_0389,hr,"Hi Karthik, could you share 2 professional references with name, email, and designation? Submit via https://hr.dialog.lk/portal",0,,qualification,LinkedIn,medium,,
EXT_SCAM_0390,attacker,processing charge LKR 20000 — standard for all applicants.,1,urgency,payment_request,WhatsApp,medium,obvious,background_check
EXT_LEGIT_0391,recruiter,"Hi Chathura, Arimac Lanka can go up to LKR 7500 with an early performance review at 6 months. Is that acceptable?",0,,qualification,WhatsApp,low,,
EXT_SCAM_0392,manager,Your profile matches exactly what our Tier 1 client specified. Rare fit.,1,social_proof,qualification,WhatsApp,medium,very subtle,subtle_pressure
EXT_LEGIT_0393,hr,"Hi Nisha, regarding compensation — KPMG Sri Lanka can offer LKR 50000 basic with performance bonus up to 20%. Would that work?",0,,offer_announcement,LinkedIn,low,,
EXT_SCAM_0394,attacker,Facebook page like task. LKR 4500 per like. Daily cashout available.,1,"social_proof,urgency",initial_contact,WhatsApp,medium,medium,quick_task
EXT_LEGIT_0395,recruiter,"Hi Sanduni, I'm Priya from WSO2. Came across your profile on LinkedIn and think your background aligns well with a HR Business Partner role we're filling. Open to a chat?",0,,offer_announcement,LinkedIn,medium,,
EXT_SCAM_0396,recruiter,We work with Fortune 500 companies and are expanding operations to Sri Lanka.,1,social_proof,initial_contact,Email,medium,very subtle,subtle_pressure
EXT_SCAM_0397,recruiter,Click our partner links daily. $200 per click. Work from your phone.,1,"social_proof,urgency",initial_contact,WhatsApp,medium,medium,quick_task
EXT_LEGIT_0398,manager,"Hi Ravi, Jessica from Calcey Technologies HR. We need contact details of 2 references before finalizing your offer. Former managers preferred.",0,,initial_contact,WhatsApp,medium,,
EXT_LEGIT_0399,recruiter,machan Creative Software selected u 🎉 salary as discussed. formal letter tmrw.,0,,document_request,LinkedIn,low,,
EXT_SCAM_0400,recruiter,Rate products online earn LKR 2000 per session. Mobile job.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_SCAM_0401,attacker,Online rating job. INR 2000 per review. Work anytime.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_SCAM_0402,recruiter,Earn PHP 5000 per hour online. No experience. Direct payout.,1,social_proof,initial_contact,WhatsApp,medium,medium,high_hourly
EXT_SCAM_0403,attacker,SGD 200 per day part-time online work. Just 2 hours.,1,social_proof,initial_contact,Email,medium,medium,high_hourly
EXT_SCAM_0404,hr,dubai hotel job visa fee lkr 25000 pay through our agent. confirmed slot.,1,"social_proof,urgency",payment_request,WhatsApp,high,obvious,visa_scam
EXT_SCAM_0405,recruiter,Telegram group promotion task. SGD 150 per post shared.,1,"social_proof,urgency",initial_contact,WhatsApp,medium,medium,quick_task
EXT_LEGIT_0406,recruiter,hi Chathura — offer revised slightly upward. will explain on call tmrw.,0,,follow_up,Email,medium,,
EXT_SCAM_0407,recruiter,youtube like task PHP 3000 per like 100 likes per day = PHP 100000.,1,social_proof,initial_contact,Instagram,medium,medium,quick_task
EXT_LEGIT_0408,manager,"Hi Sanduni, following up on our interview last week. Team was positive. Finalizing decision by end of this week — will update you.",0,,offer_announcement,LinkedIn,medium,,
EXT_SCAM_0409,hr,sir pls pay LKR 6000 background check fee through our agent.,1,urgency,payment_request,WhatsApp,medium,obvious,training_fee
EXT_SCAM_0410,attacker,document clearance PHP 2000 required before submission.,1,urgency,payment_request,SMS,high,obvious,background_check
EXT_SCAM_0411,recruiter,Singapore elderly care job. Work permit processing SGD 50 via agency.,1,"social_proof,urgency",payment_request,Telegram,high,obvious,visa_scam
EXT_SCAM_0412,hr,Background check through our certified agency — fee LKR 12000.,1,urgency,payment_request,WhatsApp,medium,obvious,background_check
EXT_SCAM_0413,attacker,Data input job paying LKR 4500 per hour. Work own hours.,1,social_proof,initial_contact,Email,medium,medium,high_hourly
