msg_id,speaker,text,label,tactic_urgency,tactic_fomo,tactic_sunk_cost,tactic_social_proof,has_tactic,tactic_clean,stage,platform,urgency
480,other,[RECRUITER_NAME] | [COMPANY_NAME] Executive Search,1,0,0,0,1,1,social_proof,hook,Email,2
481,recruiter,"Subject: QA Lead - Singapore | SGD 7,100/month + Remote Hello [CANDIDATE_NAME], I'm reaching out from [COMPANY_NAME]. We focus on placing SL engineers in Singapore-paying remote roles. Our last quarterly placement report (internal): 9 SL engineers placed in SGD remote roles. Average salary uplift vs previous local role: 280%. Zero failed probations in the past 12 months. One candidate promoted to Engineering Lead within 8 months of joining. I share these numbers because they represent real people and real outcomes - not a sales pitch. We have a QA Lead opening: SGD 7,100/month, Singapore fintech, remote-first. The hiring manager has reviewed 5 shortlisted profiles. He's asked to speak with 3 this week. Your profile is one of the 5 shortlisted. Would you like to be included in the 3 he speaks with this week? [RECRUITER_NAME] | [COMPANY_NAME]",1,0,0,0,1,1,social_proof,hook,Email,3
482,recruiter,"Hello [CANDIDATE_NAME] 👋 This is [RECRUITER_NAME] from [COMPANY_NAME]. Sorry for the direct WhatsApp message. Got your number through a mutual connection in the tech community. Quick context: I've placed 24 SL developers in remote USD/SGD roles in the past year. 21 of them are still active. Three referred someone else to me after joining. That's the kind of outcome I try to create. I have a Backend Engineer opening right now - USD 3,200/month, fully remote, US product company. Your Django + PostgreSQL background from your LinkedIn is exactly the stack they use. Is this worth a 10-minute call? I'll keep it brief and honest.",1,1,0,0,1,1,"social_proof,urgency",hook,WhatsApp,2
483,recruiter,"Hi [CANDIDATE_NAME]. [RECRUITER_NAME] here, international recruitment. We are placing IT professionals in UAE and Qatar right now. In past 18 months we placed 38 people from Sri Lanka in Gulf - 34 still working there. One of them got promoted last month as team lead. Current opening: Network Engineer, Doha, QAR 9,800/month + housing. Very good package. Client already saw 4 candidates. They liked 2. One slot still available. I want to show them your profile before they close shortlist. Are you interested? I can send full JD.",1,1,1,0,1,1,"social_proof,urgency,fomo",hook,WhatsApp,3
484,recruiter,"Ayubowan [CANDIDATE_NAME] 🙏 [RECRUITER_NAME] from [COMPANY_NAME] this side. We are Colombo based recruitment company. I placed 11 people from Sri Lanka in remote jobs in last 6 months. All earning in SGD or USD. One person from Kandy is now earning equivalent of LKR 580,000 per month from home. He gave me permission to give his number if you want to talk to him. We have opening for Cloud Support Engineer. Remote work, SGD 5,400/month. No office. Work from home Colombo. You free for call today or tomorrow?",1,1,0,0,1,1,"social_proof,urgency",hook,WhatsApp,2
485,recruiter,"Hi! [RECRUITER_NAME] from [COMPANY_NAME] here 👋 Telegram se message kireema sorry. But your profile Google search la aawa so reach out kala. We placed 6 SL finance people in Malaysia last year. All still working. Average salary MYR 11,000+. One of our placed candidates, she is from Nugegoda, she told me last month ""this is best decision I made"". Senior Accountant role open now. MYR 10,800/month, KL, accommodation provided. Interested? I can video call and explain full details.",1,0,0,0,1,1,social_proof,hook,Telegram,2
486,recruiter,"Hello [CANDIDATE_NAME] [RECRUITER_NAME] from [COMPANY_NAME]. We specialize remote IT jobs for SL professionals. I want tell u something real. Last quarter 9 developers from SL got remote USD jobs through us. Average first month salary was USD 2,900. One person was earning LKR 95,000 before. Now earning equivalent of LKR 740,000. Same work, from home in Colombo. Right now I have Senior React Developer opening. USD 2,800/month. Company is Canada based startup. Can I send full JD on WhatsApp? Reply here if ok",1,1,0,0,1,1,"social_proof,urgency",hook,WhatsApp,2
487,recruiter,"Hi [CANDIDATE_NAME], good morning 🌞 [RECRUITER_NAME] this side from [COMPANY_NAME] Dubai. We are Gulf placement firm. Since 2012 we placed 310 SL professionals in UAE, Qatar, Bahrain. Our candidates still working there, sending money home, living well. CEO of our client company - big telecom group in Dubai - personally requested we find experienced IT Project Manager. He saw 3 profiles yesterday. Wanted 2 more. Your profile I want to show him. Package: AED 16,500/month + housing + flight yearly. Are you interested in Gulf opportunity?",1,0,0,0,1,1,social_proof,hook,WhatsApp,3
488,recruiter,"Hello. This is [RECRUITER_NAME] from [COMPANY_NAME] 🙏 Sorry for unexpected msg. I saw your profile and wanted reach out directly. Your skill in automation testing - we had 5 candidates with similar skills last year. All placed in remote roles. 4 still active. One got promoted to QA Lead after 10 months. We have opening: Senior QA Engineer. SGD 6,200/month. Singapore fintech. Remote from Sri Lanka. The hiring manager himself told me he wants SL QA engineers - said SL candidates have good attention to detail and communication. So u have good chance. Interested?",1,0,0,0,1,1,social_proof,hook,Telegram,2
489,recruiter,"Hi [CANDIDATE_NAME] 👋 [RECRUITER_NAME] from [COMPANY_NAME] here. Quick message da. I know u didn't apply anything but wanted to reach out. We've placed 8 finance people in Bahrain this year alone. Every one of them still working. Two got promoted already. My contact in Bahrain - one of the people I placed in 2022 - specifically asked me to find a strong Finance Analyst to join his team there. Role: Senior Financial Analyst, BHD 1,550/month + housing. His team, he will support u when u arrive. This is rare chance machan. Someone already there ready to help u settle. Shall I connect u both first?",1,0,0,0,1,1,social_proof,hook,WhatsApp,3
490,recruiter,"Hii [CANDIDATE_NAME] 😊 [RECRUITER_NAME] this is from [COMPANY_NAME]. We do remote job placements for Sri Lanka professionals. I have something real to share with you. Last month one of our placed candidates - developer from Galle - messaged me. He said ""anna I was earning LKR 110,000 before. Now USD 3,100 per month from same laptop same house"". He gave permission to share his story. We have Python developer role right now. USD 2,950/month. US company. 100% remote. If u want I can send u his contact so u can ask him directly. Also I can send JD. Which u prefer first?",1,1,0,0,1,1,"social_proof,urgency",hook,WhatsApp,2
491,recruiter,"Hello [CANDIDATE_NAME], [RECRUITER_NAME] from [COMPANY_NAME]. Not many recruiters will tell u this but I will. Our company placed 140 people in 3 years. 118 still in same job. 14 got promoted. Our success rate is higher than most SL agencies. I checked our numbers because I want u to trust us before I say anything about job. Job: HR Manager, LKR 320,000/month, Colombo 03. Established company, 15 years in market. The MD personally interviews all HR manager candidates - he says HR people must meet him first. Good opportunity for someone like u. Reply if interested.",1,0,0,0,1,1,social_proof,hook,Telegram,2
492,recruiter,"Hi [CANDIDATE_NAME] [RECRUITER_NAME] - placement consultant at [COMPANY_NAME]. Bit unusual to WA directly I know, sorry for that. I placed a SL developer in this exact company 8 months ago. Last week she told me she got promoted to senior dev. She also said if I ever find another strong candidate she wants a colleague from SL in the team. She works there. She knows the culture. She's willing to give u honest feedback before u decide. Role: Senior PHP Developer. SGD 5,800/month. Remote-first. Interested to speak with her first? I can arrange 15min call between you both.",1,0,0,0,1,1,social_proof,hook,WhatsApp,2
493,recruiter,"Helo [CANDIDATE_NAME]! [RECRUITER_NAME] here from [COMPANY_NAME] 👋 Sorry for WA message, got contact from professional network. I want to be honest with you first. We are small firm - 6 people. But we placed 19 IT professionals in Germany and Netherlands remote roles in past 2 years. 16 still working. Average salary EUR 4,400/month. This is our real track record. Current opening: Data Analyst. EUR 4,100/month. Remote Germany. No relocation needed. Your Python and Power BI skills - this client specifically asked for that combination. Only 3 candidates I found with exactly this mix. Call me or reply here if want full details 🙏",1,0,1,0,1,1,"social_proof,fomo",hook,WhatsApp,2
494,recruiter,"Hi hi [CANDIDATE_NAME] 😊 [RECRUITER_NAME] from [COMPANY_NAME]. I do recruitment for Canadian remote jobs from SL. Actually one of my previous candidates - she is from Kandy - told me to find people with ur type of background. She is now team lead in Toronto company, fully remote from Kandy. She earns CAD 7,200/month. She said ""find more SL people like me for good remote work"". So I looked and found ur profile 😄 Role: Senior Business Analyst. CAD 6,800/month. Toronto company. Remote from anywhere. Want me to introduce u to my Kandy candidate first? She can tell u real experience.",1,0,0,0,1,1,social_proof,hook,Telegram,2
495,recruiter,"[CANDIDATE_NAME] good evening 🙏 [RECRUITER_NAME] - [COMPANY_NAME] recruitment. Straight point. Company I am recruiting for - big insurance group Colombo 02 - their CEO himself reviewed shortlist for this role. 51 applications came. He selected 6 for interview. He specifically marked your type of background as ""priority interview"". Role: Senior Risk Analyst. LKR 380,000/month. Colombo 02. Hybrid. CEO does first interview himself for senior risk roles. Not common. Shows how seriously they take this hire. Free this week for interview?",1,0,0,0,1,1,social_proof,hook,WhatsApp,3
496,recruiter,"Hello [CANDIDATE_NAME] da 😊 [RECRUITER_NAME] from [COMPANY_NAME] this side. Bro I'll be real with u. Last 3 months I placed 7 SL guys in remote jobs. 5 of them in USD or SGD. All happy. One from Matara - before he earned LKR 85,000, now earns USD 2,600 from home in Matara. He literally cried when he got the offer letter. True story. Right now I have DevOps Engineer opening. USD 3,000/month. Remote. No visa issues. Your skills match exactly what they want. I checked. Shall I call u now or tonight?",1,1,0,0,1,1,"social_proof,urgency",hook,WhatsApp,2
497,recruiter,"Senior Software Engineer (Full Stack) | LKR 420,000-520,000/month | Colombo 01 | [COMPANY_NAME] About [COMPANY_NAME]: [COMPANY_NAME] is a Singapore-backed product company with a delivery centre in Colombo 01. We have been recognised as one of the Top 10 Tech Employers in Sri Lanka (LMD Tech Review 2024). Our engineering team of 60+ has a Glassdoor rating of 4.5 out of 5 - one of the highest in the local tech sector. We have successfully promoted 14 of our 20 most recent Senior Engineer hires into Lead or Architect roles within 2 years. Our CTO - who comes from a global tech background - personally mentors all senior hires in their first quarter. Role Overview: - Lead full-stack development on our core product (React + Node.js + PostgreSQL) - Mentor 2-3 mid-level engineers - Contribute to architectural decisions Requirements: - 5+ years full-stack experience - React, TypeScript, Node.js - PostgreSQL or equivalent - Strong system design fundamentals Compensation: - LKR 420,000-520,000/month based on experience - Annual performance bonus - Work from home Fridays - Health insurance (self + family) Apply via TopJobs or email [EMAIL] | Ref: SSE-COL-2025",1,0,0,0,1,1,social_proof,hook,topjobs,2
498,hr,"Finance Manager | LKR 380,000-450,000/month | Colombo 03 | [COMPANY_NAME] Group [COMPANY_NAME] Group is a listed conglomerate with 5 business verticals and 2,800+ employees across Sri Lanka. We have been in operation for 28 years and have won the CIMA Sri Lanka CFO Award 3 times in the past decade. Why [COMPANY_NAME] for your next career move: → Our last 4 Finance Manager hires have all been promoted to Senior Manager or Deputy CFO within 3 years → Group CFO actively mentors finance leadership talent → Zero salary delays in our 28-year history → Finance team average tenure: 5.8 years We are hiring a Finance Manager for our Colombo 03 head office. Key responsibilities: - Group financial reporting and management accounts - Treasury and cash flow management - Budgeting and variance analysis - Liaison with external auditors and regulators Requirements: - CIMA / ACCA / ICASL qualified - 7+ years experience, minimum 3 in a Finance Manager role - Experience in a listed company preferred Apply: [EMAIL] | Ref: FM-COL-2025 Closing date: [CLOSING_DATE]",1,0,0,0,1,1,social_proof,hook,topjobs,2
499,recruiter,"Senior HR Manager | LKR 320,000-380,000/month | Gampaha | [COMPANY_NAME] [COMPANY_NAME] is a leading garment manufacturer exporting to Europe and North America, employing 4,500+ workers across 3 facilities. We are WRAP and SA8000 certified. What makes this role different: - You will report directly to the Group HR Director - a 20-year industry veteran who is known for developing talent - Our HR team has maintained a factory-level staff retention rate of 82% for the past 4 years - the highest in our peer group - The previous Senior HR Manager was promoted to Group HR Director within 3 years You will lead: - IR and compliance for 1,500 factory staff - Recruitment and onboarding at scale - Welfare and engagement programs Requirements: - Degree or Postgraduate in HRM - 8+ years HR experience, 3+ in manufacturing - Strong knowledge of Sri Lanka labour law Apply: [EMAIL] | [PHONE_NUMBER] | Ref: HRM-GAM-2025",1,0,0,0,1,1,social_proof,hook,topjobs,2
500,recruiter,"Digital Marketing Lead | LKR 280,000-340,000/month | Colombo 05 | [COMPANY_NAME] [COMPANY_NAME] is an award-winning digital agency - winner of the SLASSCOM Digital Innovation Award 2023 and SLIM Digis Gold in Performance Marketing 2024. We manage digital mandates for 18 active enterprise clients across FMCG, banking, and retail. Our team: → 38 full-time creatives and strategists → 4 of our last 5 team lead promotions came from within → The Creative and Marketing Director reviews all shortlisted profiles personally - she is looking for strategic thinkers, not executors We are hiring a Digital Marketing Lead to drive performance campaigns and brand strategy for a portfolio of 5 clients. Requirements: - 5+ years in digital marketing, 2+ years in a lead or manager role - Proven experience in Meta, Google Ads, and SEO at scale - Strong analytical capability (GA4, Looker Studio) - Client-facing communication skills Salary + performance incentive Send portfolio and CV: [EMAIL] | Ref: DML-COL-2025",1,0,0,0,1,1,social_proof,hook,topjobs,2
501,hr,"Operations Manager | LKR 450,000-550,000/month | Colombo 02 | [COMPANY_NAME] [COMPANY_NAME] is a regional logistics and supply chain company with operations in Sri Lanka, Bangladesh, and Vietnam. We are a Great Place to Work certified employer (Sri Lanka, 2023 and 2024). Our Operations leadership team at [COMPANY_NAME]: - Average tenure: 6.2 years (2x industry average) - 3 of our last 4 Operations Manager hires were promoted to Regional Manager within 2.5 years - The COO, who has 25 years in logistics, personally chairs all final-round interviews for operations leadership roles This is a senior mandate with direct P&L accountability for the Sri Lanka operations. Requirements: - 10+ years in operations, logistics, or supply chain - 3+ years in a management role with P&L ownership - Degree in Supply Chain, Business, or Engineering - Strong stakeholder management and cross-functional leadership Compensation: LKR 450,000-550,000/month + performance bonus + vehicle + health Apply by [CLOSING_DATE]: [EMAIL] | Ref: OM-COL-2025",1,0,0,0,1,1,social_proof,hook,topjobs,2
502,recruiter,"Data Scientist | LKR 440,000-520,000/month | Remote/Colombo | [COMPANY_NAME] [COMPANY_NAME] is a UK-invested fintech operating in Sri Lanka since 2019. We process over 2.5 million transactions monthly and our analytics team drives real product decisions - not just dashboards. Why our engineers choose us: → Ranked #3 Best Tech Employer in Sri Lanka (Tech Community Survey 2024, n=1,200 respondents) → Average engineering tenure: 2.8 years - above industry average → Chief Data Officer personally onboards all Data Scientist hires in their first 2 weeks → 4 of our last 6 Data Scientist hires have been promoted to Senior or Lead within 18 months We are hiring a Data Scientist to work on credit risk and fraud detection models. Stack: Python (pandas, scikit-learn, XGBoost), SQL, Airflow, AWS Requirements: - 3+ years in a data science role - Experience building and deploying ML models in production - Strong statistical fundamentals Apply: [EMAIL] or via TopJobs | Ref: DS-COL-2025",1,0,0,0,1,1,social_proof,hook,topjobs,2
503,hr,"Head of Engineering | LKR 700,000-850,000/month | Colombo 01 | [COMPANY_NAME] [COMPANY_NAME] is a Singapore-listed technology group with a Colombo-based product and engineering hub. We employ 220 engineers and product professionals and serve clients in 12 countries. This is a board-level mandate. The CEO personally reviews all Head of Engineering shortlists. We are looking for a technical leader who will own the engineering roadmap and build our next generation of product capability. Why this role matters: - Direct report to CEO, seat at the leadership table - You will lead a team of 60+ engineers across product, platform, and data - Our last Head of Engineering is now the CTO - this role has a defined leadership trajectory - The company is in a high-growth phase with a LKR 2.4B investment roadmap for the next 3 years Requirements: - 12+ years in engineering, 4+ in engineering leadership - Experience managing teams of 20+ engineers - Strong product and business acumen alongside technical depth - SaaS or fintech background preferred Strictly confidential. Apply: [EMAIL] | Ref: HOE-COL-2025 - do not share externally",1,0,0,0,1,1,social_proof,hook,topjobs,2
504,recruiter,"Sales Manager - Enterprise | LKR 380,000-460,000 + Commission | Colombo 03 | [COMPANY_NAME] [COMPANY_NAME] is a leading enterprise software provider serving 340+ corporate clients across Sri Lanka and the Maldives. We have been operating for 19 years and have won the SLASSCOM Best IT Company award 4 times. Our sales team has a proven track record: → Average tenure of our enterprise sales staff: 4.1 years → Top Sales Manager earned LKR 920,000 last year including commission - we can show the payslip at the interview → 5 of our last 7 Sales Manager hires have been promoted to Senior Manager or Sales Director within 3 years → VP Sales reviews all shortlisted candidates personally We are hiring an Enterprise Sales Manager to drive new logo acquisition and account growth. Requirements: - 6+ years in B2B or enterprise sales - Track record of closing deals above LKR 10M - Experience in software, SaaS, or IT services preferred Salary: LKR 380,000-460,000 + uncapped commission Apply: [EMAIL] | [PHONE_NUMBER] | Ref: ESM-COL-2025",1,0,0,0,1,1,social_proof,hook,topjobs,2
505,hr,"Senior Internal Auditor | LKR 250,000-310,000/month | Colombo 02 | [COMPANY_NAME] [COMPANY_NAME] PLC is a leading financial services group listed on the Colombo Stock Exchange with LKR 45B in assets under management. We have been in operation for 34 years. Our internal audit team: - Operates to IIA standards - we are one of 3 SL companies with IIA Quality Assessment validation - Head of Internal Audit is a CISA and CIA qualified professional who personally mentors all audit team members - 3 of our last 5 Senior Auditor hires have been promoted to Audit Manager or above within 2.5 years - Our audit team has been recognised by the Audit Committee as best in sector 2 years running We are hiring a Senior Internal Auditor for our Colombo 02 head office. Requirements: - CIMA / ACCA / ICASL finalist or qualified - CIA / CISA in progress or completed preferred - 4+ years in internal audit (financial services preferred) - Strong knowledge of risk-based auditing Apply: [EMAIL] | Ref: SIA-COL-2025 | Deadline: [CLOSING_DATE]",1,1,0,0,1,1,"social_proof,urgency",hook,topjobs,2
506,recruiter,"Supply Chain Manager | LKR 360,000-420,000/month | Gampaha | [COMPANY_NAME] [COMPANY_NAME] is a multinational FMCG company with manufacturing and distribution operations across South and Southeast Asia. Our Sri Lanka operations - established in 2001 - serve 18,000+ retail points across the island. Why join our supply chain team: → Recognised as one of Sri Lanka's Top 25 Employers (Great Place to Work, 2023 & 2024) → Supply Chain Director - a 30-year logistics professional - personally leads the induction of all SCM hires → 4 of our last 6 Supply Chain Manager hires have advanced to Senior Manager or Director within 3 years → Regional mobility opportunities - our SL SCM team has produced 2 regional leads who now operate from Singapore Role: Supply Chain Manager (planning, procurement, and distribution) Requirements: - Degree in Supply Chain, Engineering, or Business - 8+ years in supply chain, 3+ in a management role - APICS CSCP or CSCMP preferred Apply: [EMAIL] | Ref: SCM-GAM-2025 | Closing: [CLOSING_DATE]",1,0,0,0,1,1,social_proof,hook,topjobs,2
507,recruiter,"Operations Executive | LKR 80,000-110,000 | Colombo 10 | [COMPANY_NAME] [COMPANY_NAME] International Freight - in business since 1998 with ISO certification and 220+ employees - is hiring an Operations Executive for our Colombo 10 office. Real numbers from our team: 6 of our current operations supervisors started in executive roles here. Our average operations staff tenure is 4.3 years. The Operations Manager personally mentors new executives for the first 90 days - she's been with the company 14 years and knows every part of the process. Role: - Coordinate sea and air freight shipments - Liaise with shipping lines, airlines, and customs brokers - Handle documentation and client communication Requirements: - Degree or diploma in logistics / shipping - 1-3 years in freight forwarding preferred - Good English communication - Colombo area resident preferred LKR 80,000-110,000 + EPF/ETF + performance incentive Apply: [EMAIL] or call [PHONE_NUMBER]",1,0,0,0,1,1,social_proof,hook,Indeed,2
508,recruiter,"Junior Developer (PHP/Laravel) | LKR 100,000-140,000 | Remote | [COMPANY_NAME] [COMPANY_NAME] is a software development firm working with Australian and UK clients. 4.6★ on Glassdoor (42 reviews). Fully remote for Sri Lanka staff. We want to be upfront: 9 of our last 12 developer hires are still with us. One joined as a junior 2 years ago and is now a mid-level engineer earning LKR 220,000/month. We promote based on output, not tenure. Role: - Laravel backend development for SaaS clients - API integration and database design - Code review and documentation Requirements: - PHP/Laravel experience (1+ year) - MySQL, REST APIs - Good Git practices - Fresh graduates with strong portfolio welcome LKR 100,000-140,000 based on skills Apply with GitHub link: [EMAIL]",1,0,0,0,1,1,social_proof,hook,Indeed,2
509,recruiter,"Customer Success Executive | LKR 65,000-85,000 | Colombo 02 | [COMPANY_NAME] [COMPANY_NAME] is a B2B SaaS platform serving 800+ corporate clients in Sri Lanka. We've been recognised by SLASSCOM as a Rising Tech Company of the Year 2024. Why this role? Our Customer Success team has the highest NPS score internally and 3 of our 5 CS Executives from 2 years ago are now Team Leads or Account Managers. The Head of Customer Success - who joined as an executive herself 4 years ago - leads the team and personally onboards every new hire. Role: - Manage a portfolio of 50-80 corporate accounts - Conduct product demos and training sessions - Drive renewals and upsell conversations Requirements: - Degree in business or IT - Good spoken English - Customer-facing experience preferred - CRM familiarity (HubSpot, Salesforce) is a plus Apply via Indeed or send CV to [EMAIL]",1,0,0,0,1,1,social_proof,hook,Indeed,2
510,recruiter,"Salesman - Confectionery Products | LKR 55,000 + Commission | Kurunegala | [COMPANY_NAME] [COMPANY_NAME] Foods is one of Sri Lanka's most recognized FMCG brands - operating since 1987, 500+ staff, products in every supermarket and grocery island-wide. Our sales team facts: → 140 active field sales reps currently employed → Top rep in Kurunegala region earned LKR 138,000 last month (basic + commission) → 8 of our current area managers started as sales reps → Full product training, branded uniform, and motorbike fuel allowance provided We are looking for a Salesman for the Kurunegala route. Requirements: - Age 22-35 - Own motorbike with valid license - G.C.E. O/L minimum - Kurunegala / Maho / Ibbagamuwa area resident Apply: Call [PHONE_NUMBER] or visit [COMPANY_NAME] Kurunegala depot with your CV and NIC [NIC_NUMBER].",1,0,0,0,1,1,social_proof,hook,ikman,2
511,recruiter,"Receptionist / Front Office Executive | LKR 50,000-65,000 | Colombo 03 | [COMPANY_NAME] [COMPANY_NAME] is a 4-star hotel with 120 rooms, 3 F&B outlets, and 10 conference facilities in Colombo 03. We are a member of a regional hospitality chain with properties in 4 countries. What our team says about working here (internal survey 2024): - 84% of front office staff rated the work environment as ""good"" or ""excellent"" - Average front office tenure: 2.9 years - 5 of our current supervisors started as receptionists - career growth is real here Role: - Welcome and check in guests, manage reservations - Handle phone, email, and walk-in enquiries - Coordinate with housekeeping and F&B Requirements: - Diploma in hospitality preferred - Good English and professional presentation - Shift flexibility (morning/evening rotation) - Colombo resident preferred Apply: [EMAIL] or walk in with CV to Front Office Manager at [COMPANY_NAME] Colombo 03",1,0,0,0,1,1,social_proof,hook,ikman,2
512,recruiter,"Digital Marketer - E-commerce | LKR 100,000-140,000 | Nugegoda | [COMPANY_NAME] [COMPANY_NAME] is Sri Lanka's fastest-growing online marketplace - 1.2M registered users, 15,000+ active sellers, 6 years in operation. We are backed by regional e-commerce investors. Our marketing team: → 22 full-time marketers currently → Our last Digital Marketing hire - she joined 18 months ago - was promoted to Senior Digital Marketer last quarter → Head of Growth personally reviews all applications for marketing roles. She was a digital marketer herself before becoming HOD. Role: Digital Marketer (Performance + Content) - Meta and Google Ads campaign management - Content strategy for marketplace sellers - SEO and organic growth initiatives Requirements: - 2+ years in digital marketing - Proven Meta Ads / Google Ads experience - Strong analytical skills - Sinhala content creation ability is a plus Apply: [EMAIL] | Ref: DM-NUG-2025",1,0,0,0,1,1,social_proof,hook,Indeed,2
513,recruiter,"Warehouse Staff (Male) | LKR 45,000-55,000 | Moratuwa | [COMPANY_NAME] [COMPANY_NAME] Distributors (Pvt) Ltd - a pharmaceutical distributor since 2004 - is hiring warehouse staff for our Moratuwa storage facility. Why [COMPANY_NAME]: - 93% of our warehouse staff renewed their annual contracts last year - We have not had a single payment delay in our 20-year history - Our Warehouse Manager, who joined 12 years ago as a staff member, runs the team and personally trains all new joiners Duties: - Receiving, storing, and dispatching pharmaceutical goods - Stock counting and reconciliation - Cold chain maintenance Requirements: - Male, age 20-40 - G.C.E. O/L minimum - Honest and physically fit - Moratuwa / Panadura / Ratmalana area LKR 45,000 + EPF/ETF + OT allowance Call [PHONE_NUMBER] or visit [COMPANY_NAME] Moratuwa warehouse with NIC [NIC_NUMBER]",1,0,0,0,1,1,social_proof,hook,ikman,2
514,recruiter,"Network Engineer | LKR 170,000-220,000 | Colombo 07 | [COMPANY_NAME] [COMPANY_NAME] Managed Services is a Cisco Gold Partner and one of Sri Lanka's top IT infrastructure firms. We manage the networks of 120+ enterprise clients including banks, hospitals, and government agencies. Our engineering team: → 48 network engineers currently on staff → 7 of our last 10 Network Engineer hires were promoted to Senior Engineer within 18 months → CCNA and CCNP certification reimbursement provided after 6-month probation → Head of Engineering is a CCIE-certified professional who personally mentors junior engineers Role: Network Engineer (Configure, deploy, maintain LAN/WAN/WiFi for enterprise clients) Requirements: - CCNA minimum (CCNP preferred) - 2-4 years network engineering experience - Strong troubleshooting and client communication - Valid driving license Apply: [EMAIL] | [PHONE_NUMBER] | Ref: NET-COL-2025",1,0,0,0,1,1,social_proof,hook,Indeed,2
515,recruiter,"Bank Teller / Customer Service Officer | LKR 60,000-75,000 | Multiple Branches | [COMPANY_NAME] Bank [COMPANY_NAME] Bank is a licensed commercial bank regulated by the Central Bank of Sri Lanka. We operate 98 branches across the island and employ 3,200+ staff. Career at [COMPANY_NAME] Bank: - 72% of our Branch Managers started as tellers or CSOs - we grow our own people - Average staff tenure: 7.2 years (2.5x national banking average) - Deputy General Manager personally reviews the annual graduate recruitment shortlist - We have never missed a salary payment or bonus cycle in our 31-year history We are hiring Customer Service Officers for branches in Colombo, Kandy, Gampaha, and Galle. Requirements: - Degree (any discipline) or banking diploma - G.C.E. A/L with strong Maths/English - Good interpersonal and communication skills - Willing to serve in any branch location Training provided. EPF/ETF + health insurance + housing loan facility. Apply: [EMAIL] | Ref: CSO-2025-[BRANCH]",1,0,0,0,1,1,social_proof,hook,Indeed,2
516,recruiter,"Logistics Coordinator | LKR 85,000-110,000 | Kelaniya | [COMPANY_NAME] [COMPANY_NAME] Supply Chain Solutions (Pvt) Ltd - operating since 2009 across Sri Lanka, Bangladesh, and Myanmar - is hiring a Logistics Coordinator for our Kelaniya hub. Facts about our Kelaniya team: → 34 staff, average tenure 3.6 years → 5 of our 8 current Coordinators were promoted from executive or assistant roles within this company → General Manager - 18 years in logistics - does quarterly career reviews with all coordinators personally → We won the SLSHIPPERS Best Logistics Partner award in 2023 Role: - Coordinate domestic and cross-border shipments - Monitor delivery SLAs and escalate exceptions - Liaise with 3PL partners and customs agents Requirements: - Degree or diploma in logistics / supply chain - 2+ years coordination experience - Strong MS Excel and ERP skills - Kelaniya / Wattala / Kiribathgoda area Apply: [EMAIL] | Ref: LC-KEL-2025",1,0,0,0,1,1,social_proof,hook,ikman,2
517,recruiter,"Subject: Senior DevOps Engineer | LKR 450,000 | Colombo Fintech Dear [CANDIDATE_NAME], [RECRUITER_NAME] from [COMPANY_NAME] - we're a Colombo-based tech recruitment firm that exclusively serves product and fintech companies. I want to tell you what I told the last 3 candidates I placed successfully: I only reach out to people I genuinely think can get the job. I don't spam. I reviewed 67 DevOps profiles this week. I'm emailing 5. The company: a funded SL fintech with 80+ engineers. They've been voted best tech employer in 2 internal community surveys. Their DevOps Lead - who would be your direct manager - built the current platform from scratch and runs a small, high-ownership team. Package: LKR 450,000/month + equity options. I can share more details and a peer reference from one of their current engineers if useful. Just reply here. [RECRUITER_NAME]",1,0,0,0,1,1,social_proof,hook,Email,2
518,recruiter,"Subject: Your application to [COMPANY_NAME] - next steps Dear [CANDIDATE_NAME], Thank you for your application. I'm [RECRUITER_NAME], Talent Acquisition Partner at [COMPANY_NAME]. We received 188 applications for the Senior Business Analyst role. After a structured screening process, 11 candidates have been shortlisted. You are one of the 11. I want to share something about the team you'd be joining. The practice lead - who has 18 years of consulting experience - personally introduced himself to the last 3 BA hires on their first day and blocked 2 hours each week to mentor them in their first 90 days. Two of those three BAs have since led client engagements independently. The role: Senior Business Analyst, LKR 380,000/month, Colombo 02, hybrid. Consulting environment, client-facing. Please reply with your availability for a 45-minute call this week. [RECRUITER_NAME] | [COMPANY_NAME]",1,1,0,0,1,1,"social_proof,urgency",hook,Email,3
519,recruiter,"Subject: Opportunity - SAR 11,500/month | Saudi Arabia | IT Manager Dear [CANDIDATE_NAME], I'm [RECRUITER_NAME] from [COMPANY_NAME], a Colombo-registered international placement firm. We've been placing IT professionals in the Middle East since 2009. Track record for Saudi Arabia specifically: 44 placements in the past 4 years, 38 still active, 6 promoted to managerial roles. Two of our Saudi-placed engineers have since brought their families and settled there long-term. I have a current opening: IT Infrastructure Manager, Riyadh, SAR 11,500/month + housing + medical + annual flight. The client is a large Saudi group in the energy sector. Your server infrastructure and team management background is exactly what they've specified. Of the 3 profiles I'm submitting this week, yours is the strongest technical match. Are you open to a 15-minute call to discuss? [RECRUITER_NAME] | [COMPANY_NAME]",1,0,0,0,1,1,social_proof,hook,Email,3
