company_name,website_url,label,website_alive,valid_website,has_about,has_contact,subdomain_count,domain_length,content_length,scam_score,has_https,domain_age_days,has_privacy_policy,has_terms,has_payment_risk,has_urgency_language,content_score,is_registered,review_score,review_count,has_glassdoor,has_indeed,has_trustpilot,has_negative_reviews,has_positive_reviews,email_type_encoded,has_suspicious_tld,is_http_only,trust_score,suspicion_score
JANASHAKTHI FINANCE PLC,https://www.janashakthi.com,1,0,1,0,0,2,19,0,0,1,60.0,0,0,0,0,0.0,1,0.19,15,0,0,0,1,0,1,0,0,2,1
Forex Freelance Guaranteed,http://www.forex-freelance-guaran.biz,0,1,1,0,1,2,30,2766,5,0,126.0,0,0,1,1,9.13,0,0.12,2,0,0,0,0,0,1,1,1,1,4
"ameriprise financial services, inc.",https://www.ameripriseadvisors.com,1,1,1,0,0,2,26,22992,0,1,60.0,0,0,0,0,51.95,1,0.5,0,0,0,0,0,0,1,0,0,3,0
Bright Forex Online,https://www.bright-forex-online.com,0,1,1,1,1,2,27,2960,2,1,163.0,1,0,0,1,30.09,0,0.27,2,0,0,0,1,0,1,1,0,1,2
Instant Holdings Payment Lanka 287,https://www.instant-holdings-payme.com,0,1,1,0,0,3,30,1964,3,0,117.0,0,0,1,1,12.83,0,0.0,0,0,0,0,0,0,1,1,1,1,3
Affiliate Hourly Earn Online,https://www.affiliate-hourly-earn.org,0,1,1,0,1,1,29,3195,1,0,151.0,0,0,1,1,15.9,0,0.0,0,0,0,0,0,1,1,1,1,2,2
subway,https://www.subway.com,1,0,1,0,0,2,14,0,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,2,0
LANKA ALUMINIUM INDUSTRIES PLC,https://lal.lk,1,1,1,1,1,1,6,10369,0,1,60.0,0,0,0,0,10.27,1,0.23,10,0,0,0,1,0,2,0,0,5,1
Review Crypto Solutions,https://www.review-crypto-solution.net,0,1,1,0,1,1,30,3736,5,1,145.0,0,1,1,1,24.9,0,0.0,0,0,0,0,0,0,1,1,0,1,3
Elite Education Opportunities,http://www.elite-education-opport.io,0,1,1,1,1,2,29,2963,2,0,60.0,0,0,1,1,9.56,0,0.25,1,0,0,0,1,0,1,0,1,1,4
Bitcoin Delivery Hub,https://www.bitcoin-delivery-hub.info,0,1,1,1,1,3,29,2830,2,0,102.0,0,0,0,1,28.79,0,0.0,0,0,0,0,0,0,1,1,1,2,3
bayer healthcare,https://www.bayer.com,1,0,1,0,0,2,13,333,0,1,60.0,0,0,0,0,68.89,1,0.23,10,0,0,0,1,0,1,0,0,2,1
promobroker agente de seguros y de fianzas s a de c v,https://mexicoo.mx,1,0,1,0,1,1,10,4525,0,1,60.0,0,0,0,0,0.0,1,0.19,15,0,0,0,1,0,1,0,0,3,1
Crypto Agent Wanted Lanka,https://www.crypto-agent-wanted-la.club,0,1,1,1,0,2,31,2341,5,0,51.0,0,0,1,1,23.58,1,0.0,0,0,0,0,0,0,1,1,1,2,3
Affiliate Marketing Lanka,https://www.affiliate-marketing-la.club,0,1,1,1,0,1,31,3276,3,0,95.0,0,0,0,1,14.4,1,0.0,0,0,0,0,0,1,1,0,1,2,5
Sales Success Group,https://www.sales-success-group.xyz,0,1,1,1,0,1,27,2437,4,1,14.0,1,1,1,1,19.49,1,0.0,0,0,0,0,0,0,1,0,0,2,4
Zero Risk Digital Earn,https://www.zero-risk-digital-earn.biz,0,1,1,1,0,2,30,1979,4,0,21.0,1,0,1,1,9.26,0,0.0,0,0,0,0,0,0,1,1,1,2,4
GitLab,https://about.gitlab.com,1,1,1,1,1,2,16,6223,0,1,60.0,0,1,0,0,9.06,1,0.21,10,0,0,0,1,0,1,0,0,6,1
E - CHANNELLING PLC,https://www.echannelling.com,1,1,1,0,0,2,20,38,0,1,60.0,0,0,0,0,73.85,1,0.5,5,0,0,0,0,0,1,0,0,3,0
queensland health,https://www.health.qld.gov.au,1,0,1,0,0,4,21,58,0,1,60.0,0,0,0,0,44.15,1,0.21,10,0,0,0,1,0,1,0,0,2,1
Delivery Agent Wanted Lanka,https://www.delivery-agent-wanted.io,0,1,1,0,1,1,28,2043,2,0,98.0,1,0,1,0,27.08,1,0.31,2,0,0,0,1,0,2,0,1,2,4
aecom,https://aecom.com,1,1,1,1,1,1,9,7583,0,1,60.0,1,1,0,0,4.37,1,0.05,10,0,0,0,1,1,1,0,0,8,1
ikea group,https://www.ingka.com,1,1,1,1,1,2,13,10416,0,1,60.0,0,1,0,0,21.73,1,0.11,15,0,1,0,1,1,1,0,0,8,1
L V L ENERGY FUND PLC,,1,0,0,1,1,2,17,21311,0,0,60.0,0,0,0,0,0.0,0,0.23,5,0,0,0,1,0,1,0,1,2,2
united airlines,https://www.united.com,1,0,1,0,0,2,14,0,0,1,60.0,0,0,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,2,0
bae systems,https://www.baesystems.com,1,0,1,0,0,2,18,82,0,1,60.0,0,0,0,0,0.0,1,0.5,10,0,0,0,0,0,1,0,0,2,0
edward jones,https://www.edwardjones.com,1,1,1,0,1,2,19,1560,0,1,60.0,0,1,0,0,38.42,1,0.5,0,0,0,0,0,0,1,0,0,5,0
ibm,https://www.ibm.com,1,1,1,0,0,2,11,8308,0,1,60.0,0,0,0,1,29.51,1,0.21,5,0,0,0,1,0,2,0,0,3,2
carrefour,https://www.carrefour.com,1,0,1,0,0,2,17,607,0,1,60.0,0,0,0,0,64.42,1,0.0,10,0,0,0,1,1,1,0,0,3,1
Media Survey Jobs Online,https://www.media-survey-jobs-onli.io,0,1,1,1,1,1,29,3810,3,1,158.0,1,0,1,0,28.64,0,0.0,0,0,0,0,0,0,2,1,0,2,3
Golden Trading Network,http://www.golden-trading-network.net,0,1,1,0,1,2,30,3069,2,1,124.0,1,0,1,1,32.35,1,0.33,2,0,0,0,1,0,2,1,0,1,4
db schenker,https://www.trackingmore.com,1,1,1,0,1,2,20,3431,0,1,60.0,0,0,0,0,0.0,1,0.5,5,0,0,0,0,0,2,0,0,4,0
Twilio,https://www.twilio.com,1,1,1,0,1,2,14,44781,0,1,60.0,1,0,0,0,0.0,1,0.5,10,0,0,0,0,0,2,0,0,5,0
us army,https://www.army.mil,1,1,1,0,0,2,12,7704,0,1,60.0,0,0,0,0,0.0,1,0.23,5,0,0,0,1,0,1,0,0,3,1
Kelani Cables PLC,https://www.kelanicables.com,1,0,1,0,0,2,20,0,0,1,60.0,0,0,0,0,5.82,1,0.74,5,0,0,0,0,1,2,0,0,3,0
"lowe's companies, inc.",https://corporate.lowes.com,1,0,1,1,1,2,19,6383,0,1,60.0,0,0,0,0,0.0,1,0.5,10,0,0,0,0,0,1,0,0,4,0
chubb,https://chubbfs.com,1,1,1,1,0,1,11,23555,0,1,60.0,1,1,0,0,13.48,1,0.5,10,0,0,0,0,0,2,0,0,6,0
Remote Enterprise No Experience,http://www.remote-enterprise-no-e.online,0,1,1,0,1,2,33,2162,2,1,18.0,0,1,1,1,6.84,0,0.0,0,0,0,0,0,0,1,1,0,2,4
chicago public schools,https://www.cps.edu,1,1,1,1,1,2,11,73097,0,1,60.0,0,0,0,0,0.0,1,0.5,10,1,1,1,0,0,2,0,0,8,0
european commission,https://commission.europa.eu,1,1,1,0,0,2,20,454,0,1,60.0,0,0,0,0,0.0,1,0.21,5,0,0,0,1,0,1,0,0,3,1
Affiliate Reward Lanka,https://www.affiliate-reward-lanka.io,0,1,1,1,0,1,29,3505,1,1,138.0,1,0,1,1,25.99,0,0.0,0,0,0,0,0,0,1,1,0,2,3
HNB FINANCE PLC,https://www.hnbfinance.lk,1,0,1,1,1,2,17,10007,0,1,60.0,1,0,0,0,16.94,1,0.7,10,0,0,0,1,1,2,0,0,7,1
LOTUS HYDRO POWER PLC,https://luminexpl.com,1,1,1,1,1,1,13,10782,0,1,60.0,1,1,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,7,0
Commercial Bank of Ceylon PLC,https://www.combank.lk,1,1,1,1,1,2,14,32781,0,1,60.0,0,1,1,0,0.0,1,0.19,5,0,0,0,1,0,2,0,0,6,2
Reseller Affiliate Income,https://www.reseller-affiliate-inc.site,0,1,1,0,1,1,31,2289,1,0,104.0,0,0,1,0,16.41,0,0.23,2,0,0,0,1,0,2,1,1,2,3
Profit Pvt Ltd Online,http://www.profit-pvt-ltd-online.io,0,1,1,1,1,1,28,3822,1,0,26.0,1,0,1,0,34.32,0,0.33,2,0,0,0,0,0,1,0,1,3,3
Aitken Spence PLC,https://www.aitkenspence.com,1,1,1,1,1,2,20,3216,0,1,60.0,1,0,0,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,6,0
nyc department of education,https://www.schools.nyc.gov,1,0,1,0,0,3,19,157,0,1,60.0,0,0,0,0,0.0,1,0.05,10,0,0,0,1,0,1,0,0,2,1
Smart Form Fill Solutions,https://www.smart-form-fill-soluti.site,0,1,1,0,0,1,31,2251,2,1,77.0,0,0,1,1,5.43,0,0.0,0,0,0,0,0,0,2,0,0,3,3
united states air force,http://www.airforce.com,1,1,1,1,0,2,16,9986,0,0,60.0,1,0,0,0,29.66,1,0.5,5,0,0,0,0,0,1,0,1,4,1
Quick Review Earnings,http://www.quick-review-earnings.org,0,1,1,0,0,1,29,3018,3,1,102.0,0,1,0,0,8.55,0,0.0,0,0,0,0,0,0,2,1,0,1,2
Diamond Tourism Group,http://www.diamond-tourism-group.online,0,1,1,0,1,1,32,1129,1,1,168.0,0,0,1,1,5.15,0,0.34,2,0,0,0,1,0,2,1,0,2,4
DIALOG AXIATA PLC,https://www.dialog.lk,1,0,1,1,1,2,13,15615,1,1,60.0,0,0,0,1,43.25,1,0.5,0,0,0,0,0,0,2,0,0,4,1
Online Digital Part Time,https://www.online-digital-part-ti.biz,0,1,1,0,0,3,30,3350,4,0,92.0,1,0,1,1,28.2,1,0.0,0,0,0,0,0,0,1,1,1,3,4
barclays,https://home.barclays,1,1,1,0,1,1,13,10999,0,1,60.0,1,1,0,0,0.0,1,0.21,10,0,0,0,1,0,1,0,0,6,1
High Return Affiliate Lanka,https://www.high-return-affiliate.site,0,1,1,1,0,1,30,3697,5,0,87.0,1,0,1,0,32.99,0,0.35,1,0,0,0,1,0,2,1,1,2,4
magna international,https://www.magna.com,1,1,1,0,1,2,13,7843,0,1,60.0,0,0,0,0,0.0,1,0.23,10,0,0,0,1,0,1,0,0,4,1
Cashback Agent Wanted Lanka,http://www.cashback-agent-wanted.xyz,0,1,1,0,1,3,29,2249,2,0,107.0,0,0,0,1,29.45,0,0.0,0,0,0,0,0,0,2,0,1,2,4
Commerce Agent Wanted Lanka,https://www.commerce-agent-wanted.biz,0,1,1,1,1,3,29,2352,2,1,91.0,1,1,1,1,30.87,0,0.0,0,0,0,0,0,0,1,1,0,3,3
rr donnelley,https://pkge.net,1,1,1,1,0,1,8,16357,0,1,60.0,1,0,0,0,58.77,1,0.23,5,1,1,0,1,0,2,0,0,7,1
DFCC Bank PLC,https://www.dfcc.lk,1,1,1,1,1,2,11,8524,0,1,60.0,0,0,1,0,0.0,1,0.5,10,0,0,0,0,0,2,0,0,5,1
WINDFORCE PLC,,1,0,0,1,1,2,17,18686,0,0,60.0,0,0,0,0,0.0,0,0.23,5,0,0,0,1,0,1,0,1,2,2
IT International Opportunities,https://www.it-international-oppor.site,0,1,1,1,0,3,31,2785,3,0,136.0,0,0,1,1,14.28,1,0.0,0,0,0,0,0,0,1,1,1,4,3
Delivery Telegram Income,https://www.delivery-telegram-inco.online,0,1,1,1,1,1,33,2567,4,1,177.0,0,1,1,1,29.99,0,0.0,0,0,0,0,0,0,1,1,0,4,3
cgi,https://www.cgi.com,1,1,1,1,1,2,11,9397,0,1,60.0,0,1,0,0,11.83,1,0.5,10,0,0,0,0,0,2,0,0,6,0
coldwell banker,https://www.coldwellbanker.com,1,1,1,1,1,2,22,5075,0,1,60.0,0,1,0,0,28.61,1,0.5,0,0,0,0,0,0,1,0,0,6,0
THE KINGSBURY PLC,https://www.echannelling.com,1,1,1,0,0,2,20,38,0,1,60.0,0,0,0,0,73.85,1,0.5,5,0,0,0,0,0,1,0,0,3,0
Axiata Digital Labs,https://www.axiatadigitallabs.com,1,0,1,0,0,2,25,0,0,1,60.0,1,1,0,0,2.4,1,0.21,5,0,0,0,1,0,1,0,0,4,1
Canva,https://www.canva.com,1,1,1,0,1,2,13,330,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,2,0,0,4,0
mcdonald's corporation,https://corporate.mcdonalds.com,1,1,1,0,1,2,23,11551,0,1,60.0,1,1,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,6,0
CEYLINCO HOLDINGS PLC,https://ceylincoholdings.com,1,1,1,1,1,1,20,5949,0,1,60.0,0,0,0,0,23.27,1,0.5,0,0,0,0,0,0,2,0,0,5,0
my home,https://www.ny.gov,1,1,1,0,0,2,10,5320,0,1,60.0,1,0,0,0,37.38,1,0.17,10,0,0,0,1,0,1,0,0,4,1
WFH Travel Sri Lanka,https://www.wfh-travel-sri-lanka.com,0,1,1,0,0,3,28,2262,1,1,114.0,1,1,0,1,17.93,1,0.0,0,0,0,0,0,0,1,1,0,2,2
philips,https://www.philips.com,1,1,1,1,1,2,15,10410,0,1,60.0,0,1,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,6,0
High Return Enterprise Lanka,http://www.high-return-enterprise.online,0,1,1,0,1,3,33,2602,3,1,142.0,0,1,0,0,16.62,0,0.0,0,0,0,0,0,0,2,1,0,1,3
Enterprise WhatsApp Jobs,http://www.enterprise-whatsapp-jo.org,0,1,1,1,1,2,30,2132,1,0,89.0,0,0,0,0,30.61,1,0.33,1,0,0,0,1,0,1,0,1,3,4
tesla,https://www.tesla.com,1,0,1,0,0,2,13,222,0,1,60.0,0,0,0,0,24.03,1,0.17,10,0,0,0,1,0,1,0,0,2,1
High Return Export Lanka,http://www.high-return-export-lan.biz,0,1,1,1,0,3,30,2835,2,1,18.0,1,1,1,1,9.94,0,0.0,0,0,0,0,0,0,1,0,0,2,3
h̫tel,https://www.lifewire.com,1,0,1,0,0,2,16,351,0,1,60.0,1,1,0,0,7.85,1,0.5,0,0,0,0,0,0,1,0,0,4,0
Zapier,https://zapier.com,1,1,1,0,1,1,10,16495,0,1,60.0,0,0,0,0,0.0,1,0.5,10,0,0,0,0,0,1,0,0,4,0
Clicking Easy Money,https://www.clicking-easy-money.net,0,1,1,1,1,3,27,3579,2,1,80.0,0,1,1,0,18.51,0,0.0,0,0,0,0,0,0,1,1,0,3,3
Remote Ventures No Experience,https://www.remote-ventures-no-exp.net,0,1,1,1,1,1,30,2306,5,1,85.0,0,0,1,1,6.64,0,0.0,0,0,0,0,0,1,2,1,0,4,3
herbalife,https://www.herbalife.com,1,1,1,1,1,2,17,75913,0,1,60.0,1,1,0,0,0.0,1,0.21,10,0,0,0,1,0,1,0,0,7,1
Form Fill Data Entry Online,http://www.form-fill-data-entry-o.org,0,1,1,1,0,2,30,1889,3,1,110.0,0,0,1,1,22.6,0,0.0,0,0,0,0,0,1,1,1,0,2,1
scotiabank,https://www.scotiabank.com,1,1,1,1,0,2,18,5130,0,1,60.0,0,0,0,0,0.0,1,0.5,5,0,0,0,0,0,1,0,0,4,0
emirates,https://www.emirates.com,1,1,1,1,1,2,16,19173,0,1,60.0,1,1,0,0,43.34,1,0.5,0,0,0,0,0,0,1,0,0,7,0
Affiliate Career Hub,http://www.affiliate-career-hub.net,0,1,1,0,0,1,28,2266,4,1,64.0,0,1,1,0,14.59,1,0.0,0,0,0,0,0,0,2,1,0,1,3
accorhotels,https://all.accor.com,1,1,1,0,1,2,13,15858,0,1,60.0,0,0,0,0,0.0,1,0.23,5,0,0,0,1,0,1,0,0,4,1
Survey WhatsApp Jobs,https://www.survey-whatsapp-jobs.club,0,1,1,0,1,1,29,3958,5,0,145.0,0,1,1,1,11.94,1,0.0,0,0,0,0,0,0,1,1,1,2,5
Pearson Lanka,https://pearsonLanka.com,1,0,1,0,0,1,16,0,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,2,0
best buy,https://www.bestbuy.com,1,0,1,0,0,2,15,0,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,2,0
Sysco LABS Sri Lanka,https://syscolabs.lk,1,1,1,0,0,1,12,54,0,1,60.0,0,0,0,0,75.88,1,0.5,2,0,0,0,0,0,1,0,0,3,0
Supreme Commerce Group,https://www.supreme-commerce-group.info,0,1,1,0,1,3,31,1924,5,0,80.0,1,0,1,0,31.85,1,0.19,1,0,0,0,1,1,1,1,1,2,4
COMMERCIAL CREDIT AND FINANCE PLC,https://www.cclk.lk,1,1,1,1,1,2,11,4784,1,1,60.0,1,1,0,1,52.2,1,0.5,0,0,0,0,0,0,2,0,0,7,1
hSenid Business Solutions PLC,https://www.hunasfallshotels.com,1,0,1,0,0,2,24,276,0,1,60.0,1,1,0,0,5.81,1,0.74,5,0,0,0,1,1,2,0,0,5,1
sherwin williams,https://www.sherwin-williams.com,1,1,1,1,1,2,24,42533,0,1,60.0,1,1,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,7,0
ALPHA FIRE SERVICES PLC,http://www.alphafire.lk,1,0,1,0,0,2,16,164,0,0,60.0,0,0,0,0,14.43,1,0.5,5,0,0,0,0,0,2,0,1,1,1
soci̩t̩ g̩n̩rale,https://store.hbr.org,1,1,1,0,0,2,13,8241,0,1,60.0,1,0,0,0,48.08,1,0.45,15,0,0,0,1,1,2,0,0,5,1
LAUGFS POWER PLC,https://www.laugfs.lk,1,1,1,1,1,2,13,15303,0,1,60.0,1,0,0,0,11.63,1,0.45,15,0,0,0,1,1,2,0,0,7,1
united nations,https://www.un.org,1,0,1,0,0,2,10,2111,0,1,60.0,0,0,0,0,62.95,1,0.5,5,0,0,0,0,0,1,0,0,2,0
Earn Delivery Daily,https://www.earn-delivery-daily.com,0,1,1,1,1,2,27,3734,2,0,24.0,0,0,0,1,29.37,1,0.0,0,0,0,0,0,0,2,1,1,3,2
TESS AGRO PLC,https://www.tess.lk,1,1,1,1,0,2,11,8676,0,1,60.0,0,0,0,0,25.43,1,0.5,0,0,0,0,0,0,0,0,0,4,0
aut̫noma,https://www.espn.com,1,0,1,0,0,2,12,8810,0,1,60.0,0,0,0,0,0.0,1,0.45,5,0,0,0,1,1,1,0,0,3,1
Supreme Survey Group 378,https://www.supreme-survey-group-3.org,0,1,1,1,1,1,30,1044,3,0,62.0,0,1,1,0,6.61,1,0.0,0,0,0,0,0,0,1,0,1,4,1
"ministero istruzione, universita' e ricerca",https://www.slideshare.net,1,1,1,0,0,2,18,375,0,1,60.0,0,0,0,0,56.09,1,0.45,10,0,0,0,1,1,1,0,0,4,1
Recharge Survey Jobs Online,https://www.recharge-survey-jobs-o.online,0,1,1,0,0,3,33,2153,2,1,113.0,1,0,1,0,34.76,1,0.0,0,0,0,0,0,1,1,1,0,3,2
Free Survey Training Jobs,https://www.free-survey-training-j.club,0,1,1,0,1,3,31,1426,3,1,156.0,0,1,0,0,6.23,0,0.0,0,0,0,0,0,0,2,1,0,0,3
Automattic,https://automattic.com,1,1,1,1,1,1,14,3531,0,1,60.0,0,0,0,0,62.47,1,0.5,0,0,0,0,0,0,2,0,0,5,0
ey,https://www.ey.com,1,1,1,1,0,2,10,19810,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,4,0
JAT HOLDINGS PLC,https://www.jetwinghotels.com,1,0,1,0,0,2,21,0,0,1,60.0,0,0,0,0,0.0,1,0.19,5,0,0,0,1,0,1,0,0,2,1
ericsson,https://www.ericsson.com,1,0,1,0,0,2,16,58,0,1,60.0,0,0,0,0,0.0,1,0.5,10,0,0,0,0,0,1,0,0,2,0
Dialog Axiata PLC,https://www.dialog.lk,1,0,1,1,1,2,13,15615,1,1,60.0,0,0,0,1,43.25,1,0.21,10,0,0,0,1,0,2,0,0,4,2
Earn Marketing Daily,https://www.earn-marketing-daily.biz,0,1,1,0,0,3,28,1019,1,0,32.0,0,1,1,1,28.48,0,0.0,0,0,0,0,0,0,2,1,1,2,4
astrazeneca,https://www.astrazeneca.com,1,0,1,0,0,2,19,581,0,1,60.0,1,1,0,0,0.0,1,0.5,15,0,0,0,0,0,1,0,0,4,0
JOHN KEELLS HOLDINGS PLC,https://www.keells.com,1,1,1,1,0,2,14,3595,0,1,60.0,1,1,0,0,0.0,1,0.23,10,0,0,0,1,0,2,0,0,6,1
Home Based Review Earn,https://www.home-based-review-earn.site,0,1,1,0,0,3,31,3206,2,0,108.0,0,0,0,1,11.28,0,0.0,0,0,0,0,0,0,1,0,1,2,5
Global Bonus Solutions,https://www.global-bonus-solutions.biz,0,1,1,1,1,2,30,3574,1,0,77.0,1,0,1,1,33.62,0,0.0,0,0,0,0,0,0,2,1,1,2,4
h&r block,https://www.hrblock.com,1,0,1,0,0,2,15,224,0,1,60.0,0,0,0,0,29.01,1,0.48,10,0,0,0,1,0,1,0,0,3,1
JETWING SYMPHONY PLC,https://jfpackaging.lk,1,0,1,1,1,1,14,8114,0,1,60.0,0,0,0,0,14.87,1,0.23,10,0,0,0,1,0,2,0,0,4,1
Commerce Passive Income,https://www.commerce-passive-incom.info,0,1,1,1,0,3,31,3026,3,1,76.0,1,0,0,1,20.11,1,0.23,1,0,0,0,0,0,1,1,0,3,3
Lucky Forex Global 118,https://www.lucky-forex-global-118.net,0,1,1,1,1,1,30,3454,5,1,122.0,0,0,1,1,30.6,0,0.16,1,0,0,0,1,0,2,1,0,3,2
RESUS ENERGY PLC,https://www.arpico.com,1,1,1,1,0,2,14,742,0,1,60.0,0,0,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,4,0
lenovo,https://www3.lenovo.com,1,1,1,1,1,2,15,4058,0,1,60.0,1,1,0,0,45.63,1,0.13,10,0,0,1,1,1,2,0,0,9,1
UNION ASSURANCE PLC,https://online.unionbankph.com,1,1,1,0,0,2,22,29,0,1,60.0,0,0,0,0,66.4,1,0.21,10,0,0,0,1,0,1,0,0,3,1
MillenniumIT ESP,https://www.mitesp.com,1,1,1,1,1,2,14,9718,1,1,60.0,1,0,0,1,0.0,1,0.23,10,0,0,0,1,0,2,0,0,6,2
adp,https://www.adp.com,1,1,1,0,0,2,11,218,0,1,60.0,0,0,0,0,24.03,1,0.5,5,0,0,0,0,0,1,0,0,3,0
american center of krasnodar,https://englisheducationguide.com,1,1,1,0,0,1,25,9277,0,1,60.0,1,1,0,0,47.55,1,0.55,10,0,0,1,1,1,1,0,0,7,1
Cambio Software Engineering,https://www.cambio.lk,1,1,1,0,0,2,13,7280,0,1,60.0,0,0,0,0,30.79,1,0.11,15,0,1,0,1,1,2,0,0,5,1
flextronics,https://www.companieshistory.com,1,1,1,1,1,2,24,6274,0,1,60.0,1,1,0,0,21.91,1,0.32,15,0,0,1,1,1,2,0,0,10,1
Ceylon Cold Stores PLC,https://www.elephanthouse.lk,1,1,1,0,1,2,20,3751,0,1,60.0,1,1,0,0,0.0,1,0.58,10,0,0,0,1,0,2,0,0,7,1
penn state university,https://www.psu.edu,1,1,1,1,1,2,11,6060,0,1,60.0,0,0,0,0,0.0,1,0.5,10,0,0,0,0,0,2,0,0,5,0
university of michigan,https://umich.edu,1,1,1,0,0,1,9,58,0,1,60.0,0,0,0,0,44.15,1,0.5,5,0,0,0,0,0,1,0,0,3,0
willis towers watson,https://www.wtwco.com,1,0,1,1,1,2,13,6182,0,1,60.0,0,1,0,0,0.0,1,0.5,0,0,0,0,0,0,1,0,0,5,0
Miracle Agency Earn Fast 71,https://www.miracle-agency-earn-fa.com,0,1,1,1,1,3,30,2000,5,0,73.0,1,0,1,1,31.71,0,0.16,1,0,0,0,0,0,1,1,1,2,3
Click Commerce Earn Daily,http://www.click-commerce-earn-da.online,0,1,1,0,1,2,33,3083,4,1,59.0,1,0,1,0,13.98,0,0.15,1,0,0,0,1,0,1,1,0,2,2
Marketing Success Group,http://www.marketing-success-grou.io,0,1,1,0,0,3,29,2634,2,1,74.0,0,0,1,1,33.02,1,0.0,0,0,0,0,0,0,2,1,0,1,3
Enterprise Wire Transfer Services,https://www.enterprise-wire-transf.org,0,1,1,0,1,2,30,1234,1,1,165.0,0,0,1,1,23.39,0,0.27,1,0,0,0,1,0,2,0,0,1,4
university of minnesota,https://www.northrop.umn.edu,1,1,1,0,1,3,20,5476,0,1,60.0,0,0,0,0,36.54,1,0.65,5,0,0,0,0,0,1,0,0,5,0
Media Wire Transfer Services,https://www.media-wire-transfer-se.com,0,1,1,0,0,1,30,1492,5,1,51.0,0,0,1,1,20.83,0,0.0,0,0,0,0,0,0,1,1,0,3,3
Bright Global Online,https://www.bright-global-online.club,0,1,1,1,1,2,29,2859,4,1,178.0,1,0,0,1,22.77,1,0.11,1,0,0,0,1,0,1,1,0,1,3
Lanka Affiliate Online Earn,https://www.lanka-affiliate-online.io,0,1,1,1,0,3,29,2573,1,1,30.0,1,0,0,1,13.02,0,0.0,0,0,0,0,0,0,2,1,0,3,3
Part Time Referral Guaranteed,http://www.part-time-referral-gua.com,0,1,1,0,1,3,30,1837,3,1,108.0,1,1,0,1,7.61,0,0.26,2,0,0,0,1,0,1,1,0,1,2
lafargeholcim,https://www.lafargeholcim.com.bd,1,1,1,0,0,3,24,126,0,1,60.0,0,0,0,0,0.0,1,0.43,5,0,0,0,1,0,1,0,0,4,1
Premium Income Services,http://www.premium-income-service.org,0,1,1,0,1,3,30,2250,4,1,53.0,1,0,1,0,10.58,1,0.0,0,0,0,0,0,0,2,1,0,1,4
allianz,https://www.allianz.com,1,1,1,0,0,2,15,58,0,1,60.0,0,1,0,0,0.0,1,0.5,1,0,0,0,0,0,2,0,0,4,0
credit suisse,https://derivative.credit-suisse.com,1,1,1,0,0,2,28,96,0,1,60.0,0,0,0,0,75.5,1,0.5,5,0,0,0,0,0,1,0,0,3,0
adidas,https://www.adidas.com,1,0,1,0,0,2,14,1196,0,1,60.0,0,0,0,0,58.85,1,0.5,5,0,0,0,0,0,1,0,0,2,0
time warner cable,https://www.helpowl.com,1,1,1,0,0,2,15,58,0,1,60.0,0,0,1,0,0.0,1,0.5,10,0,0,0,0,0,1,0,0,3,1
hSenid Business Solutions,https://hsenidbiz.com,1,1,1,1,1,1,13,7053,0,1,60.0,0,0,0,0,25.97,1,0.5,5,1,1,0,0,0,1,0,0,7,0
Affiliate Easy Money,https://www.affiliate-easy-money.club,0,1,1,0,0,3,29,2244,4,1,16.0,0,0,1,1,25.41,0,0.0,0,0,0,0,0,0,1,1,0,1,4
promsvyaznedvizhimost,https://medicine.careers360.com,1,1,1,1,1,2,23,26726,0,1,60.0,1,0,0,0,0.0,1,0.5,15,0,0,0,0,0,1,0,0,6,0
Secret Watch Earn Method Lanka,http://www.secret-watch-earn-meth.io,0,1,1,1,0,1,29,1421,2,1,66.0,1,1,1,1,21.38,0,0.16,1,0,1,0,0,0,2,1,0,2,3
Review Recharge Earn,http://www.review-recharge-earn.com,0,1,1,0,0,3,28,2454,5,1,126.0,0,0,0,1,16.96,0,0.0,0,0,0,0,0,0,1,1,0,2,3
goldman sachs,https://www.goldmansachs.com,1,1,1,0,0,2,20,3627,0,1,60.0,0,0,0,0,2.27,1,0.5,0,0,0,0,0,0,1,0,0,3,0
BROWN & COMPANY PLC,,1,0,0,1,1,2,17,18686,0,0,60.0,0,0,0,0,0.0,0,0.5,5,0,0,0,1,1,1,0,1,4,2
B P P L HOLDINGS PLC,https://www.bpplholdings.com,1,1,1,1,1,2,20,3995,0,1,60.0,1,0,0,0,27.52,1,0.5,10,0,0,0,0,0,1,0,0,6,0
